Entry_DealID,Entry_Company,Entry_DealDate,Entry_DealSize,Entry_DealType,Entry_DealType2,Entry_DealType3,Exit_DealID,Exit_Company,Exit_DealDate,Exit_DealSize,Exit_DealType,Exit_DealType2,Exit_DealType3,HoldingYears,AbsDaysAfter
16141-51T,Harris Healthcare,2010-03-18,126.0,Buyout/LBO,Public to Private,,26308-72T,Harris Healthcare,2013-06-04,,Merger/Acquisition,,,3.2142368240930868,1174
15685-84T,Entrust (Plano),2009-07-28,123.1,Buyout/LBO,Public to Private,,30335-86T,Entrust (Plano),2013-12-31,,Merger/Acquisition,,,4.427104722792608,1617
16689-61T,OMNI Energy Services,2010-10-27,122.0,Buyout/LBO,Public to Private,,22479-13T,OMNI Energy Services,2012-10-31,439.7,Merger/Acquisition,,,2.0123203285420943,735
73736-02T,Sizmek,2016-09-01,122.0,Buyout/LBO,Public to Private,,124925-14T,Sizmek,2019-06-01,,Merger/Acquisition,,,2.746064339493498,1003
25936-30T,Theragenics,2013-10-29,121.5,Buyout/LBO,Public to Private,,214826-14T,Theragenics,2022-07-01,,Merger/Acquisition,,,8.670773442847365,3167
10043-74T,Autocam,2000-02-07,118.33,Buyout/LBO,Public to Private,,35860-78T,Autocam,2014-08-29,288.55,Merger/Acquisition,,,14.557152635181383,5317
10669-96T,Jenny Craig,2002-05-22,115.0,Buyout/LBO,Public to Private,,10671-58T,Jenny Craig,2006-09-30,600.0,Merger/Acquisition,,,4.358658453114305,1592
10747-45T,Concorde Career Colleges,2006-09-01,114.5,Buyout/LBO,Public to Private,,193426-39T,Concorde Career Colleges,2022-12-01,50.0,Merger/Acquisition,,,16.249144421629023,5935
11098-18T,Thousand Trails,2003-07-23,113.0,Buyout/LBO,Public to Private,,11098-36T,Thousand Trails,2005-05-01,,Merger/Acquisition,,,1.7741273100616017,648
102443-23T,Bravo Brio Restaurants,2018-05-24,112.9,Buyout/LBO,Secondary Buyout,Public to Private,138134-62T,Bravo Brio Restaurants,2020-06-11,30.0,Merger/Acquisition,,,2.0506502395619437,749
10751-41T,Collins Industries,2007-02-01,110.0,Buyout/LBO,Public to Private,,40522-60T,Collins Industries,2010-01-01,,Merger/Acquisition,,,2.915811088295688,1065
17800-30T,United Auto Credit,2011-02-25,110.0,Buyout/LBO,Public to Private,Management Buyout,181676-08T,United Auto Credit,2022-02-01,315.4,Merger/Acquisition,,,10.934976043805612,3994
29708-74T,Radial (BPO/Outsource Services),2014-01-06,109.0,Buyout/LBO,Secondary Buyout,Public to Private,95473-00T,Radial (BPO/Outsource Services),2017-11-16,820.0,Merger/Acquisition,,,3.8603696098562628,1410
11353-96T,Loring Ward International,2009-01-23,108.6,Buyout/LBO,Public to Private,,112293-19T,Loring Ward International,2018-11-30,235.0,Merger/Acquisition,,,9.850787132101301,3598
10498-24T,Printronix,2008-01-08,108.0,Buyout/LBO,Public to Private,,86825-71T,Printronix,2013-01-10,,Merger/Acquisition,,,5.007529089664613,1829
16686-01T,Teletrac,2010-06-03,106.9,Buyout/LBO,Public to Private,,27662-68T,Teletrac,2013-08-02,,Merger/Acquisition,,,3.164955509924709,1156
25586-11T,ICG Communications,2004-10-18,106.0,Buyout/LBO,Secondary Buyout,Public to Private,26263-36T,ICG Communications,2006-05-31,163.0,Merger/Acquisition,,,1.6153319644079398,590
10221-85T,Network Solutions,2003-11-25,100.0,Buyout/LBO,Public to Private,,18888-04T,Network Solutions,2011-10-27,560.9,Merger/Acquisition,,,7.920602327173169,2893
22383-28T,Stellantis Financial Services (Consumer Finance),2012-11-01,100.0,Buyout/LBO,Public to Private,,179402-05T,Stellantis Financial Services (Consumer Finance),2021-11-01,289.0,Merger/Acquisition,,,8.999315537303216,3287
99641-35T,Wilsons Leather,1987-01-01,99.3,Buyout/LBO,Public to Private,Management Buyout,11529-28T,Wilsons Leather,2008-07-08,25.1,Merger/Acquisition,Public to Private,,21.516769336071185,7859
18007-03T,Silverleaf Resorts,2011-05-18,94.4,Buyout/LBO,Public to Private,,50589-37T,Silverleaf Resorts,2015-05-20,,Merger/Acquisition,,,4.005475701574264,1463
34489-72T,Andros (Devices and Supplies) (NAS: ANDY),1996-05-14,92.62,Buyout/LBO,Public to Private,,82645-57T,Andros (Devices and Supplies) (NAS: ANDY),2007-05-04,,Merger/Acquisition,Corporate Divestiture,,10.97056810403833,4007
112709-98T,Galaxy Cablevision,1995-09-06,92.0,Buyout/LBO,Public to Private,Management Buyout,94598-20T,Galaxy Cablevision,2010-05-24,,Merger/Acquisition,,,14.713210130047912,5374
17469-55T,Ulticom,2010-12-03,90.0,Buyout/LBO,Public to Private,,44406-46T,Ulticom,2015-01-16,20.0,Merger/Acquisition,,,4.120465434633813,1505
10902-88T,Bertucci's,1998-06-21,87.46,Buyout/LBO,Add-on,Public to Private,106556-50T,Bertucci's,2018-06-05,20.0,Merger/Acquisition,,,19.956194387405887,7289
10705-06T,BI Incorporated,2000-10-04,85.0,Buyout/LBO,Public to Private,,17776-63T,BI Incorporated,2011-02-10,415.0,Merger/Acquisition,,,10.351813826146476,3781
52780-87T,Firstmark (Chatsworth),2015-07-01,84.0,Buyout/LBO,Add-on,Public to Private,111878-65T,Firstmark (Chatsworth),2018-11-26,97.4,Merger/Acquisition,Corporate Divestiture,,3.405886379192334,1244
23879-89T,Maynard Oil,2002-07-01,83.0,Buyout/LBO,Add-on,Public to Private,23881-06T,Maynard Oil,2003-12-01,,Merger/Acquisition,Corporate Divestiture,,1.4182067077344285,518
17752-60T,Matrixx Initiatives,2011-02-18,82.25,Buyout/LBO,Public to Private,,160371-37T,Matrixx Initiatives,2020-12-01,532.7,Merger/Acquisition,,,9.78507871321013,3574
99645-49T,Connecture,2018-04-26,81.26,Buyout/LBO,Public to Private,,126917-65T,Connecture,2019-10-07,,Merger/Acquisition,,,1.4483230663928817,529
10033-30T,Il Fornaio,2001-07-16,81.0,Buyout/LBO,Secondary Buyout,Public to Private,22817-98T,Il Fornaio,2012-09-13,,Merger/Acquisition,,,11.162217659137577,4077
16742-71T,Anchor Glass Container,2002-08-30,80.0,Buyout/LBO,Public to Private,,22163-05T,Anchor Glass Container,2012-08-20,880.0,Merger/Acquisition,,,9.973990417522245,3643
10819-18T,Optimum,2003-02-12,80.0,Buyout/LBO,Public to Private,,50426-29T,Optimum,2015-12-20,9100.0,Merger/Acquisition,,,12.851471594798083,4694
61545-79T,Kana Software,2009-12-23,77.48,Buyout/LBO,Public to Private,,61545-88T,Kana Software,2014-02-04,541.68,Merger/Acquisition,,,4.117727583846681,1504
10520-83T,Morton Industrial Group,2006-08-25,76.6,Buyout/LBO,Secondary Buyout,Public to Private,15620-50T,Morton Industrial Group,2009-06-26,33.0,Merger/Acquisition,,,2.836413415468857,1036
32657-95T,DivX,2014-03-31,75.0,Buyout/LBO,Public to Private,,44183-80T,DivX,2015-01-05,62.5,Merger/Acquisition,,,0.7665982203969883,280
12791-26T,Planvista.,2008-10-01,75.0,Buyout/LBO,Secondary Buyout,Public to Private,66292-12T,Planvista.,2016-02-29,460.0,Merger/Acquisition,,,7.411362080766598,2707
10128-07T,Zomax,2006-12-01,72.0,Buyout/LBO,Public to Private,,64592-38T,Zomax,2009-01-08,,Merger/Acquisition,,,2.105407255304586,769
10193-86T,The Hillman Group (NAS: HLMN),2001-09-27,71.48,Buyout/LBO,Public to Private,,165057-58T,The Hillman Group (NAS: HLMN),2021-07-14,1485.0,Reverse Merger,,,19.794661190965094,7230
10738-81T,Morton's Restaurant Group,2002-07-25,71.22,Buyout/LBO,Public to Private,,12025-27T,Morton's Restaurant Group,2006-02-09,160.91,IPO,,,3.5455167693360714,1295
16016-86T,Celsis International,2009-10-09,70.51,Buyout/LBO,Public to Private,,53233-84T,Celsis International,2015-07-24,331.61,Merger/Acquisition,,,5.7878165639972625,2114
16648-21T,Allied Vaughn,1998-09-25,68.1,Buyout/LBO,Public to Private,,16648-84T,Allied Vaughn,2001-01-19,25.0,Merger/Acquisition,,,2.31895961670089,847
84217-51T,Frederick's of Hollywood,1997-09-30,67.4,Buyout/LBO,Public to Private,,48778-48T,Frederick's of Hollywood,2007-01-01,,Reverse Merger,,,9.253935660506503,3380
17216-38T,Simplicity Creative Group,2000-03-06,66.11,Buyout/LBO,Public to Private,Management Buyout,96747-58T,Simplicity Creative Group,2017-11-03,73.03,Merger/Acquisition,Corporate Divestiture,,17.661875427789184,6451
10871-02T,Manatron,2008-04-01,66.0,Buyout/LBO,Public to Private,,18556-66T,Manatron,2011-07-18,265.0,Merger/Acquisition,,,3.293634496919918,1203
17929-90T,Global Capacity,2010-12-14,65.0,Buyout/LBO,Public to Private,,89704-99T,Global Capacity,2017-09-18,104.0,Merger/Acquisition,,,6.76249144421629,2470
10457-38T,TA Dedicated,2006-02-28,65.0,Buyout/LBO,Public to Private,,34363-72T,TA Dedicated,2014-07-03,164.2,Merger/Acquisition,,,8.342231348391513,3047
20593-18T,SeraCare,2012-04-20,63.9,Buyout/LBO,Public to Private,,267387-49T,SeraCare,2023-03-01,,Merger/Acquisition,Corporate Divestiture,,10.861054072553046,3967
10612-18T,Workflow Management,2004-04-26,62.27,Buyout/LBO,Public to Private,,29454-13T,Workflow Management,2013-08-01,218.0,Merger/Acquisition,,,9.264887063655031,3384
97815-07T,MGC Diagnostics,2017-12-28,62.1,Buyout/LBO,Public to Private,,209439-01T,MGC Diagnostics,2022-12-28,170.0,Merger/Acquisition,,,4.999315537303217,1826
87684-67T,American Plastics,2017-07-21,62.0,Buyout/LBO,Public to Private,,199966-33T,American Plastics,2022-07-20,,Merger/Acquisition,,,4.996577686516085,1825
11691-46T,American Civil Constructors,2009-02-02,61.3,Buyout/LBO,Public to Private,,110282-95T,American Civil Constructors,2018-09-25,365.5,Merger/Acquisition,,,9.64271047227926,3522
16582-96T,National Picture & Frame,1997-10-10,59.6,Buyout/LBO,Public to Private,,16583-77T,National Picture & Frame,2000-11-01,,Merger/Acquisition,,,3.060917180013689,1118
63587-71T,Must Have Perennials,2007-03-30,58.77,Buyout/LBO,Public to Private,,88011-10T,Must Have Perennials,2018-01-01,,Merger/Acquisition,,,10.759753593429158,3930
10572-85T,Enesco,2007-02-15,56.74,Buyout/LBO,Public to Private,,212345-65T,Enesco,2023-01-06,,Merger/Acquisition,,,15.890485968514716,5804
11089-72T,Acme Electric,2000-11-22,56.7,Buyout/LBO,Add-on,Public to Private,54262-09T,Acme Electric,2015-01-21,67.4,Merger/Acquisition,,,14.16290212183436,5173
16231-33T,Kellstrom Aerospace,2002-07-17,55.0,Buyout/LBO,Public to Private,,274730-32T,Kellstrom Aerospace,2024-12-03,188.9,Merger/Acquisition,,,22.38193018480493,8175
15710-59T,Revitas,2009-06-25,55.0,Buyout/LBO,Secondary Buyout,Public to Private,79829-65T,Revitas,2017-01-05,52.8,Merger/Acquisition,,,7.531827515400411,2751
10711-00T,United States Exploration,2003-09-25,53.3,Buyout/LBO,Public to Private,,10711-09T,United States Exploration,2006-04-04,411.0,Merger/Acquisition,,,2.524298425735797,922
10439-20T,Escalate Retail,2005-05-13,52.3,Buyout/LBO,Add-on,Public to Private,71452-63T,Escalate Retail,2011-02-02,,Merger/Acquisition,Corporate Divestiture,,5.724845995893224,2091
10609-75T,EXL Landa,2004-04-27,50.0,Buyout/LBO,Add-on,Public to Private,68872-60T,EXL Landa,2012-10-15,38.0,Merger/Acquisition,Corporate Divestiture,,8.46817248459959,3093
16246-18T,Hibbett Sports,1995-01-01,50.0,Buyout/LBO,Public to Private,,257516-92T,Hibbett Sports,2024-04-27,1077.0,Merger/Acquisition,,,29.319644079397673,10709
28369-27T,GTL Resources,2012-01-17,49.55,Buyout/LBO,Public to Private,,79765-21T,GTL Resources,2014-06-03,,Merger/Acquisition,,,2.3764544832306638,868
20988-64T,Comverge,2012-05-16,49.0,Buyout/LBO,Public to Private,,87382-81T,Comverge,2017-06-01,100.01,Merger/Acquisition,,,5.04312114989733,1842
13601-35T,Business Resource Group,2000-08-16,48.6,Buyout/LBO,Public to Private,,70767-10T,Business Resource Group,2015-10-01,,Merger/Acquisition,,,15.123887748117728,5524
10751-77T,PrecisionIR,2006-08-15,48.19,Buyout/LBO,Public to Private,,28171-54T,PrecisionIR,2013-08-22,50.14,Merger/Acquisition,,,7.019849418206708,2564
47467-45T,Southeastern Trust,2015-11-02,47.1,Buyout/LBO,Add-on,Public to Private,99156-61T,Southeastern Trust,2018-06-01,,Merger/Acquisition,Corporate Divestiture,,2.5790554414784395,942
10765-18T,Vermont Teddy Bear,2005-09-30,47.0,Buyout/LBO,Public to Private,,126652-42T,Vermont Teddy Bear,2019-07-01,,Merger/Acquisition,,,13.749486652977414,5022
10606-87T,Mitchell Gold + Bob Williams,2003-04-29,46.0,Buyout/LBO,Public to Private,Management Buyout,245738-44T,Mitchell Gold + Bob Williams,2023-11-15,,Merger/Acquisition,,,20.54757015742642,7505
16718-05T,HG Holdings (PINX: STLY),1989-01-18,45.3,Buyout/LBO,Secondary Buyout,Public to Private,97631-92T,HG Holdings (PINX: STLY),2018-03-02,18.4,Merger/Acquisition,,,29.117043121149898,10635
92401-48T,Cyalume Technologies,2017-09-08,45.0,Buyout/LBO,Public to Private,,193350-79T,Cyalume Technologies,2022-05-04,35.0,Merger/Acquisition,,,4.65160848733744,1699
21783-34T,BWC Terminals,2012-10-10,44.1,Buyout/LBO,Public to Private,,86995-90T,BWC Terminals,2013-12-10,60.0,Merger/Acquisition,,,1.1663244353182751,426
10493-92T,Reinhold Industries,2007-01-10,43.82,Buyout/LBO,Public to Private,,25795-27T,Reinhold Industries,2013-05-31,133.0,Merger/Acquisition,,,6.3874058863791925,2333
76778-83T,CPAC,2007-04-13,42.8,Buyout/LBO,Public to Private,,118870-21T,CPAC,2013-09-10,,Merger/Acquisition,,,6.412046543463381,2342
10009-72T,Cypress Communications,2005-06-30,41.5,Buyout/LBO,Secondary Buyout,Public to Private,17666-20T,Cypress Communications,2011-01-14,,Merger/Acquisition,,,5.541409993155373,2024
187331-23T,National Security Group,2022-06-30,41.4,Buyout/LBO,Public to Private,,250367-23T,National Security Group,2024-10-01,,Merger/Acquisition,,,2.2559890485968515,824
10506-79T,Technisource,2002-07-23,40.64,Buyout/LBO,Public to Private,,11182-24T,Technisource,2007-12-03,140.0,Merger/Acquisition,,,5.363449691991787,1959
16640-20T,EF Johnson Technologies,2010-08-13,40.0,Buyout/LBO,Public to Private,,31331-53T,EF Johnson Technologies,2014-03-24,,Merger/Acquisition,,,3.6112251882272415,1319
11490-40T,Borders Group,2007-07-09,39.95,Buyout/LBO,Public to Private,,83800-45T,Borders Group,2012-01-01,13.9,Merger/Acquisition,,,4.48186173853525,1637
11349-82T,Cobalt Group (Washington),2001-11-13,38.47,Buyout/LBO,Public to Private,,16832-62T,Cobalt Group (Washington),2010-08-16,400.0,Merger/Acquisition,,,8.75564681724846,3198
136285-03T,Trukera Medical,2020-07-09,37.98,Buyout/LBO,Public to Private,,267807-88T,Trukera Medical,2024-07-19,24.0,Merger/Acquisition,,,4.027378507871321,1471
15911-47T,MTS Medication Technologies,2009-12-22,37.69,Buyout/LBO,Public to Private,,21434-14T,MTS Medication Technologies,2012-05-21,156.0,Merger/Acquisition,,,2.412046543463381,881
38333-98T,Dialogic,2014-11-24,35.3,Buyout/LBO,Secondary Buyout,Public to Private,128980-36T,Dialogic,2019-12-31,48.9,Merger/Acquisition,,,5.100616016427105,1863
10365-13T,Warrantech,2007-01-31,35.0,Buyout/LBO,Public to Private,,70208-29T,Warrantech,2010-08-26,10.5,Merger/Acquisition,,,3.567419575633128,1303
11246-95T,Personnel Management,1998-08-31,34.7,Buyout/LBO,Public to Private,,11247-04T,Personnel Management,2008-04-30,17.0,Merger/Acquisition,,,9.664613278576317,3530
10720-81T,Viziqor Solutions,2004-10-19,33.4,Buyout/LBO,Public to Private,,10916-38T,Viziqor Solutions,2005-12-07,2.0,Merger/Acquisition,,,1.1334702258726899,414
15713-65T,Convey Health Solutions,2009-07-23,33.0,Buyout/LBO,Public to Private,,172644-67T,Convey Health Solutions,2021-06-16,186.67,IPO,,,11.898699520876113,4346
11489-68T,Peerless Industrial Group,1997-05-16,31.0,Buyout/LBO,Public to Private,,44483-95T,Peerless Industrial Group,2014-08-20,120.0,Merger/Acquisition,,,17.2621492128679,6305
44079-85T,ProBuild,1997-03-26,30.16,Buyout/LBO,Public to Private,,47532-34T,ProBuild,2015-07-31,1630.0,Merger/Acquisition,,,18.34633812457221,6701
13617-55T,Consona (MTMS),2003-08-07,30.0,Buyout/LBO,Public to Private,,48791-98T,Consona (MTMS),2012-08-07,,Merger of Equals,,,9.00205338809035,3288
16882-30T,Max & Erma's Restaurants,2010-09-15,28.0,Buyout/LBO,Add-on,Public to Private,65217-43T,Max & Erma's Restaurants,2016-01-25,,Merger/Acquisition,Corporate Divestiture,,5.360711841204655,1958
11493-91T,Whitehall Jewelers,2006-03-17,27.3,Buyout/LBO,Secondary Buyout,Public to Private,88557-40T,Whitehall Jewelers,2009-09-16,,Merger/Acquisition,Distressed Acquisition,,3.5017111567419574,1279
10070-11T,Catalyst International,2004-09-08,26.0,Buyout/LBO,Public to Private,,10623-07T,Catalyst International,2007-09-11,,Merger/Acquisition,,,3.0061601642710474,1098
35932-96T,Jaggaer,2004-04-18,25.3,Buyout/LBO,Public to Private,,35739-37T,Jaggaer,2010-09-24,57.0,IPO,,,6.433949349760438,2350
107622-19T,Jillian's Entertainment Holdings,1997-07-26,25.0,Buyout/LBO,Public to Private,,107634-79T,Jillian's Entertainment Holdings,2004-05-24,45.74,Merger/Acquisition,Distressed Acquisition,,6.828199863107461,2494
10693-99T,Wire One Communication (NAS: ACUC),2003-09-24,24.0,Buyout/LBO,Public to Private,,11307-70T,Wire One Communication (NAS: ACUC),2008-06-02,,Merger/Acquisition,,,4.689938398357289,1713
11706-94T,Sheldahl,2002-10-01,20.0,Buyout/LBO,Public to Private,,11707-03T,Sheldahl,2004-08-16,,Merger/Acquisition,,,1.8754277891854894,685
60010-21T,OpSec Security,2016-01-12,18.09,Buyout/LBO,Public to Private,,221286-97T,OpSec Security,2024-05-03,269.8,Merger/Acquisition,,,8.306639288158795,3034
16668-46T,Deltak,1990-05-03,18.0,Buyout/LBO,Public to Private,,49973-23T,Deltak,2011-08-31,31.0,Merger/Acquisition,Corporate Divestiture,,21.32785763175907,7790
15580-00T,Designatronics,1995-09-01,17.91,Buyout/LBO,Public to Private,,67713-94T,Designatronics,2015-09-01,,Merger/Acquisition,,,20.0,7305
46443-07T,Pulse Electronics,2015-04-13,17.0,Buyout/LBO,Secondary Buyout,Public to Private,106232-41T,Pulse Electronics,2018-12-01,740.0,Merger/Acquisition,,,3.6358658453114305,1328
21421-54T,Frederick's of Hollywood,2014-06-04,16.73,Buyout/LBO,Secondary Buyout,Public to Private,113814-64T,Frederick's of Hollywood,2018-11-15,18.2,Merger/Acquisition,Corporate Divestiture,,4.4490075290896645,1625
81800-29T,Violin Systems,2017-01-30,15.0,Buyout/LBO,Public to Private,,158459-68T,Violin Systems,2020-10-29,,Merger/Acquisition,,,3.7453798767967146,1368
21084-67T,First Charter Bank,2001-10-02,14.22,Buyout/LBO,Add-on,Public to Private,21790-45T,First Charter Bank,2008-06-09,1100.0,Merger/Acquisition,Corporate Divestiture,,6.685831622176591,2442
16475-05T,"The Orchard (Movies, Music and Entertainment)",2010-07-29,13.0,Buyout/LBO,Public to Private,,47057-86T,"The Orchard (Movies, Music and Entertainment)",2012-03-05,,Merger/Acquisition,,,1.6016427104722792,585
104374-54T,HCC Industries,1989-10-24,11.0,Buyout/LBO,Public to Private,Management Buyout,104389-30T,HCC Industries,2005-10-10,162.0,Merger/Acquisition,Distressed Acquisition,,15.961670088980151,5830
17494-75T,American Homepatient,2010-10-13,9.1,Buyout/LBO,Public to Private,,59900-14T,American Homepatient,2016-02-02,,Merger/Acquisition,,,5.305954825462012,1938
74809-45T,Razorfish Global,2003-02-28,8.5,Buyout/LBO,Public to Private,,74809-63T,Razorfish Global,2004-06-27,160.0,Merger/Acquisition,,,1.3278576317590691,485
23143-15T,UST-Aldetec Group,2004-04-30,8.0,Buyout/LBO,Public to Private,,167758-66T,UST-Aldetec Group,2020-03-01,,Merger/Acquisition,,,15.835728952772074,5784
10040-59T,Seven Worldwide,2003-08-04,7.78,Buyout/LBO,Public to Private,,10633-33T,Seven Worldwide,2005-01-31,191.0,Merger/Acquisition,,,1.4948665297741273,546
100919-44T,Arizona Instrument,2000-06-27,7.0,Buyout/LBO,Public to Private,Management Buyout,100920-25T,Arizona Instrument,2018-02-01,38.0,Merger/Acquisition,,,17.598904859685145,6428
35559-73T,ITA Holdings,2005-12-05,7.0,Buyout/LBO,Public to Private,,36000-64T,ITA Holdings,2014-08-12,171.0,Merger/Acquisition,,,8.684462696783026,3172
160992-91T,Stein Mart,2020-11-23,6.02,Buyout/LBO,Public to Private,,303042-34T,Stein Mart,2025-07-31,,Merger/Acquisition,,,4.684462696783025,1711
10644-67T,Monarch Machine Tool,2003-10-08,3.5,Buyout/LBO,Public to Private,,273774-52T,Monarch Machine Tool,2022-07-01,,Merger/Acquisition,,,18.729637234770706,6841
10327-78T,Lincoln Snacks,2001-10-15,3.07,Buyout/LBO,Public to Private,,10605-88T,Lincoln Snacks,2007-09-05,50.0,Merger/Acquisition,,,5.88911704312115,2151
22818-88T,Epolin Chemicals,2012-06-13,2.7,Buyout/LBO,Public to Private,,138589-57T,Epolin Chemicals,2020-06-22,,Merger/Acquisition,,,8.02464065708419,2931
79657-57T,Slyce,2017-01-10,2.11,Buyout/LBO,Public to Private,,159112-09T,Slyce,2020-01-01,,Merger/Acquisition,,,2.973305954825462,1086
11443-69T,Cape Systems Group,2005-01-13,2.0,Buyout/LBO,Add-on,Public to Private,28478-62T,Cape Systems Group,2013-09-05,,Merger/Acquisition,Corporate Divestiture,,8.643394934976044,3157
13496-41T,Pameco Corporation,2001-05-29,1.4,Buyout/LBO,Public to Private,,13497-58T,Pameco Corporation,2003-04-23,,Merger/Acquisition,,,1.9000684462696784,694
76396-78T,Abatix,2012-09-25,,Buyout/LBO,Public to Private,,200305-63T,Abatix,2021-12-01,,Merger/Acquisition,,,9.182751540041068,3354
11126-62T,Anchor Glass Container,2006-05-01,,Buyout/LBO,Public to Private,,22163-05T,Anchor Glass Container,2012-08-20,880.0,Merger/Acquisition,,,6.30527036276523,2303
62296-03T,BridgeTower Media,2014-06-10,,Buyout/LBO,Public to Private,,106378-57T,BridgeTower Media,2015-12-31,35.0,Merger/Acquisition,,,1.5578370978781657,569
17168-77T,BrightSpring Health Services (NAS: BTSG),2010-12-22,,Buyout/LBO,Public to Private,,248608-90T,BrightSpring Health Services (NAS: BTSG),2024-01-26,693.33,IPO,,,13.095140314852841,4783
10414-90T,Cap Rock Energy,2006-05-17,,Buyout/LBO,Public to Private,,16895-17T,Cap Rock Energy,2010-07-13,221.5,Merger/Acquisition,,,4.15605749486653,1518
17286-04T,Color Spot Nurseries,2008-08-26,,Buyout/LBO,Public to Private,,156320-11T,Color Spot Nurseries,2018-12-21,,Merger/Acquisition,,,10.318959616700889,3769
15784-66T,Conning,2009-10-13,,Buyout/LBO,Secondary Buyout,Public to Private,39346-84T,Conning,2015-09-18,240.0,Merger/Acquisition,,,5.930184804928132,2166
40716-28T,dlhBOWLES,2014-12-23,,Buyout/LBO,Public to Private,Management Buyout,186072-94T,dlhBOWLES,2022-03-01,203.22,Merger/Acquisition,,,7.186858316221766,2625
16086-61T,DynCorp International,1988-01-01,,Buyout/LBO,Public to Private,Management Buyout,16086-70T,DynCorp International,2003-03-07,950.0,Merger/Acquisition,,,15.178644763860369,5544
77526-37T,Elevate Textiles,2016-10-24,,Buyout/LBO,Secondary Buyout,Public to Private,283989-34T,Elevate Textiles,2024-11-01,,Merger/Acquisition,,,8.021902806297057,2930
59604-49T,eMusic.com,2001-01-01,,Buyout/LBO,Add-on,Public to Private,59604-76T,eMusic.com,2015-10-20,26.0,Merger/Acquisition,,,14.798083504449007,5405
11978-20T,Equitrac,1999-08-06,,Buyout/LBO,Public to Private,Management Buyout,18440-92T,Equitrac,2011-06-15,161.95,Merger/Acquisition,,,11.85763175906913,4331
55560-61T,ERICO International,2006-12-26,,Buyout/LBO,Public to Private,Management Buyout,55563-22T,ERICO International,2015-09-18,1818.1,Merger/Acquisition,,,8.728268309377139,3188
121924-72T,Film Finances,2019-08-01,,Buyout/LBO,Public to Private,,295567-66T,Film Finances,2025-01-01,,Merger/Acquisition,,,5.420944558521561,1980
16756-21T,Frontier Drilling,2004-01-01,,Buyout/LBO,Public to Private,,16756-39T,Frontier Drilling,2010-07-21,2756.09,Merger/Acquisition,,,6.551676933607118,2393
15575-86T,Galaxy Nutritional Foods,2009-05-28,,Buyout/LBO,Public to Private,Management Buyout,99033-67T,Galaxy Nutritional Foods,2018-01-24,17.8,Merger/Acquisition,,,8.659822039698836,3163
10713-79T,Global Signal,2002-05-21,,Buyout/LBO,Public to Private,,10713-88T,Global Signal,2004-06-03,126.0,IPO,,,2.0369609856262834,744
15917-50T,GPS Industries,2009-10-15,,Buyout/LBO,Public to Private,,96510-34T,GPS Industries,2017-10-31,,Merger/Acquisition,,,8.043805612594113,2938
100595-17T,Horizon Telcom,2018-06-15,,Buyout/LBO,Public to Private,,243962-29T,Horizon Telcom,2024-04-01,416.19,Merger/Acquisition,,,5.796030116358659,2117
13159-36T,Igloo Products,2001-10-23,,Buyout/LBO,Public to Private,,180246-79T,Igloo Products,2021-10-26,677.0,Merger/Acquisition,,,20.008213552361397,7308
83153-62T,Insynq,2015-12-28,,Buyout/LBO,Add-on,Public to Private,127770-04T,Insynq,2019-12-04,,Merger/Acquisition,Corporate Divestiture,,3.9342915811088295,1437
96590-35T,Integrity Music,2004-07-12,,Buyout/LBO,Public to Private,Management Buyout,18646-03T,Integrity Music,2011-06-01,,Merger/Acquisition,,,6.885694729637235,2515
136997-02T,Ion Media,2007-05-04,,Buyout/LBO,Public to Private,Recapitalization,156634-75T,Ion Media,2021-01-07,2650.0,Merger/Acquisition,,,13.681040383299111,4997
28041-04T,Kahala Franchising,2013-08-19,,Buyout/LBO,Public to Private,Management Buyout,70659-55T,Kahala Franchising,2016-07-26,310.0,Merger/Acquisition,,,2.9349760438056127,1072
18722-53T,KCI Holdings,2011-11-04,,Buyout/LBO,Secondary Buyout,Public to Private,118552-06T,KCI Holdings,2019-10-11,4500.0,Merger/Acquisition,,,7.9342915811088295,2898
16227-37T,Liquent,2009-12-18,,Buyout/LBO,Public to Private,,23494-51T,Liquent,2012-12-21,72.0,Merger/Acquisition,,,3.0088980150581794,1099
39380-05T,Monkey Rock Group,2013-02-27,,Buyout/LBO,Public to Private,,243271-27T,Monkey Rock Group,2023-10-12,,Merger/Acquisition,,,10.620123203285422,3879
47318-77T,Neptune Society,2005-05-15,,Buyout/LBO,Public to Private,,47319-58T,Neptune Society,2011-06-03,44.0,Merger/Acquisition,,,6.050650239561944,2210
10564-39T,NES Rentals Holdings,2004-02-01,,Buyout/LBO,Secondary Buyout,Public to Private,81563-77T,NES Rentals Holdings,2017-04-03,960.0,Merger/Acquisition,,,13.169062286105408,4810
53612-29T,Nestor Sales,1999-01-01,,Buyout/LBO,Public to Private,,53610-31T,Nestor Sales,2015-07-31,41.8,Merger/Acquisition,,,16.577686516084874,6055
63207-73T,Oscar Mayer Foods,2000-01-01,,Buyout/LBO,Secondary Buyout,Public to Private,70279-57T,Oscar Mayer Foods,2016-03-01,,Merger/Acquisition,,,16.164271047227928,5904
22886-47T,PawsPlus,2010-12-01,,Buyout/LBO,Public to Private,,44837-92T,PawsPlus,2014-08-04,,Merger of Equals,,,3.67419575633128,1342
