Total_seed_P2P,Paired,Unmatched,Pairing_rate_%,Unique_companies_paired,Unique_companies_unmatched,IRR_mean,IRR_median,Holding_mean_years,Holding_median_years
1407,452,955,32.13,446,951,,,7.556044169044116,6.229979466119097
