DealID,Company,Company_norm,DealType,DealType2,DealType3,DealDate,DealSize,DealStatus,EntryDate,HoldingYears,AbsDaysAfter,Seed_DealID,Seed_Company,Seed_DealDate,Seed_DealSize
30790-36T,Aptalis Pharma,aptalis pharma,Merger/Acquisition,,,2014-02-06,2900.0,Completed,2008-02-20,5.963039014373717,2178,11613-25T,Aptalis Pharma,2008-02-20,1291.17
303035-59T,Linen's N' Things,linen's n' things,Merger/Acquisition,,,2025-07-31,,Completed,2006-02-14,19.457905544147845,7107,10097-83T,Linen's N' Things,2006-02-14,1268.12
93087-10T,WillScot (NAS: WSC),willscot (nas: wsc),Reverse Merger,,,2017-11-29,500.0,Completed,2007-10-31,10.080766598220396,3682,10367-83T,WillScot (NAS: WSC),2007-10-31,1235.0
68010-85T,Serena Software,serena software,Merger/Acquisition,,,2016-05-02,540.0,Completed,2006-03-10,10.146475017111568,3706,10181-71T,Serena Software,2006-03-10,1200.0
157132-27T,SkillSoft (NYS: SKIL),skillsoft (nys: skil),Reverse Merger,,,2021-06-14,697.0,Completed,2010-05-26,11.052703627652292,4037,16319-71T,SkillSoft (NYS: SKIL),2010-05-26,1200.0
16530-58T,Aeroflex,aeroflex,IPO,,,2010-11-19,232.88,Completed,2007-08-15,3.263518138261465,1192,10190-98T,Aeroflex,2007-08-15,1185.47
34006-24T,Aeroflex,aeroflex,Merger/Acquisition,,,2014-09-15,920.0,Completed,2007-08-15,7.085557837097878,2588,10190-98T,Aeroflex,2007-08-15,1185.47
33235-12T,Smart & Final Holdings,smart & final holdings,IPO,,,2014-09-24,161.4,Completed,2007-05-31,7.318275154004107,2673,10217-98T,Smart & Final Holdings,2007-05-31,1120.0
172125-55T,Smart & Final Holdings,smart & final holdings,Merger/Acquisition,,,2021-07-09,620.0,Completed,2007-05-31,14.108145106091717,5153,10217-98T,Smart & Final Holdings,2007-05-31,1120.0
172125-55T,Smart & Final Holdings,smart & final holdings,Merger/Acquisition,,,2021-07-09,620.0,Completed,2019-06-20,2.0533880903490758,750,116115-76T,Smart & Final Holdings,2019-06-20,1120.0
244399-87T,Aquity Solutions,aquity solutions,Merger/Acquisition,,,2023-10-27,200.0,Completed,2012-08-15,11.197809719370294,4090,21809-26T,Aquity Solutions,2012-08-15,1100.0
17679-43T,Concentra (NYS: CON),concentra (nys: con),Merger/Acquisition,,,2010-12-21,804.7,Completed,1999-03-22,11.75085557837098,4292,10852-30T,Concentra (NYS: CON),1999-03-22,1100.0
38691-46T,Concentra (NYS: CON),concentra (nys: con),Merger/Acquisition,,,2015-06-01,1047.2,Completed,1999-03-22,16.194387405886378,5915,10852-30T,Concentra (NYS: CON),1999-03-22,1100.0
116720-65T,Concentra (NYS: CON),concentra (nys: con),Merger/Acquisition,,,2018-01-26,1489.0,Completed,1999-03-22,18.850102669404517,6885,10852-30T,Concentra (NYS: CON),1999-03-22,1100.0
73527-40T,Deltek,deltek,Merger/Acquisition,,,2016-12-28,2800.0,Completed,2012-10-10,4.216290212183436,1540,21916-36T,Deltek,2012-10-10,1100.0
54000-82T,Interline Brands,interline brands,Merger/Acquisition,,,2015-08-24,1672.0,Completed,2012-09-07,2.9596167008898013,1081,21556-27T,Interline Brands,2012-09-07,1100.0
87502-51T,inVentiv Health,inventiv health,Merger/Acquisition,,,2017-08-01,4279.6,Completed,2010-08-04,6.992470910335387,2554,16621-12T,inVentiv Health,2010-08-04,1100.0
15901-48T,RailAmerica,railamerica,IPO,,,2009-10-13,330.0,Completed,2007-02-14,2.6611909650924024,972,10276-48T,RailAmerica,2007-02-14,1100.0
21524-50T,RailAmerica,railamerica,Merger/Acquisition,,,2012-10-02,2000.0,Completed,2007-02-14,5.631759069130732,2057,10276-48T,RailAmerica,2007-02-14,1100.0
10223-20T,DoubleClick,doubleclick,Merger/Acquisition,,,2008-03-11,3100.0,Completed,2005-07-13,2.6611909650924024,972,10211-41T,DoubleClick,2005-07-13,1071.0
96339-88T,Active Network,active network,Merger/Acquisition,,,2017-09-01,1171.0,Completed,2013-11-15,3.7946611909650922,1386,28902-34T,Active Network,2013-11-15,1050.0
46869-49T,Forcepoint,forcepoint,Merger/Acquisition,,,2015-05-29,1900.0,Completed,2013-06-25,1.9247091033538672,703,18232-84T,Forcepoint,2013-06-25,1000.0
249697-90T,Populus Financial Group,populus financial group,Merger/Acquisition,,,2023-03-01,,Completed,2006-06-07,16.73100616016427,6111,10198-45T,Populus Financial Group,2006-06-07,996.0
80126-56T,Kellwood Company,kellwood company,Merger/Acquisition,,,2016-12-21,156.0,Completed,2008-02-20,8.83504449007529,3227,10349-38T,Kellwood Company,2008-02-20,950.1
59275-45T,Jostens,jostens,Merger/Acquisition,,,2015-11-02,1500.0,Completed,2000-05-10,15.4798083504449,5654,10258-75T,Jostens,2000-05-10,950.0
16199-92T,SS&C Technologies Holdings (NAS: SSNC),ss&c technologies holdings (nas: ssnc),IPO,,,2010-03-31,160.88,Completed,2005-11-23,4.350444900752909,1589,10172-89T,SS&C Technologies Holdings (NAS: SSNC),2005-11-23,942.0
105551-29T,OneSpaWorld Holdings (NAS: OSW),onespaworld holdings (nas: osw),Reverse Merger,,,2019-03-19,300.0,Completed,2015-12-09,3.274469541409993,1196,156608-38T,OneSpaWorld Holdings (NAS: OSW),2015-12-09,925.0
167465-89T,Shopko Stores,shopko stores,Merger/Acquisition,,,2020-02-01,,Completed,2005-12-28,14.094455852156058,5148,10492-03T,Shopko Stores,2005-12-28,879.0
110802-61T,DJO Global,djo global,Merger/Acquisition,,,2019-02-25,3150.0,Completed,2006-11-03,12.31211498973306,4497,10523-98T,DJO Global,2006-11-03,875.0
10043-56T,Ameripath,ameripath,Merger/Acquisition,,,2007-05-31,1215.03,Completed,2003-03-27,4.177960301163586,1526,10035-73T,Ameripath,2003-03-27,839.4
46403-83T,Vertrue,vertrue,Merger/Acquisition,,,2012-05-23,300.0,Completed,2007-08-16,4.769336071184121,1742,10217-53T,Vertrue,2007-08-16,800.0
168863-59T,Rosetta Stone,rosetta stone,Merger/Acquisition,Corporate Divestiture,,2021-03-17,,Completed,2020-10-15,0.4188911704312115,153,155362-69T,Rosetta Stone,2020-10-15,792.0
31568-14T,Victor Technologies,victor technologies,Merger/Acquisition,,,2014-04-14,948.8,Completed,1998-06-22,15.811088295687885,5775,234588-16T,Victor Technologies,1998-06-22,790.0
25144-66T,Titan Private Holdings I,titan private holdings i,Merger/Acquisition,,,2013-06-10,,Completed,2012-01-25,1.374401095140315,502,19569-07T,Titan Private Holdings I,2012-01-25,780.0
197149-15T,Integrated Silicon Solution,integrated silicon solution,Merger/Acquisition,,,2019-11-01,,Completed,2015-12-07,3.9014373716632442,1425,46824-94T,Integrated Silicon Solution,2015-12-07,765.0
37380-07T,PRA Health Sciences,pra health sciences,IPO,,,2014-11-13,305.58,Completed,2007-12-13,6.91854893908282,2527,10214-83T,PRA Health Sciences,2007-12-13,758.77
167322-88T,PRA Health Sciences,pra health sciences,Merger/Acquisition,,,2021-07-01,12041.97,Completed,2007-12-13,13.54962354551677,4949,10214-83T,PRA Health Sciences,2007-12-13,758.77
54599-23T,Rural Metro Fire,rural metro fire,Merger/Acquisition,,,2015-10-28,620.0,Completed,2011-06-30,4.328542094455853,1581,18260-83T,Rural Metro Fire,2011-06-30,738.0
20737-90T,Central Parking System,central parking system,Merger/Acquisition,,,2012-10-02,149.67,Completed,2007-05-22,5.366187542778919,1960,29284-30T,Central Parking System,2007-05-22,728.77
54607-78T,Avintiv,avintiv,Merger/Acquisition,,,2015-10-01,2260.0,Completed,2011-01-11,4.720054757015743,1724,16529-86T,Avintiv,2011-01-11,724.0
35263-99T,CommNet Cellular,commnet cellular,Merger/Acquisition,,,2000-01-06,764.0,Completed,1997-05-29,2.6064339493497606,952,35263-63T,CommNet Cellular,1997-05-29,718.0
20860-03T,SonicWall,sonicwall,Merger/Acquisition,,,2012-05-09,1250.0,Completed,2010-07-23,1.7960301163586585,656,16685-74T,SonicWall,2010-07-23,717.0
103100-59T,Graftech International (NYS: EAF),graftech international (nys: eaf),IPO,,,2018-04-19,525.0,Completed,2015-08-17,2.6721423682409307,976,49301-83T,Graftech International (NYS: EAF),2015-08-17,695.3
10814-77T,Herbalife Nutrition (NYS: HLF),herbalife nutrition (nys: hlf),IPO,,,2004-12-16,203.0,Completed,2002-08-31,2.294318959616701,838,10814-68T,Herbalife Nutrition (NYS: HLF),2002-08-31,685.0
44610-49T,General Chemical,general chemical,Merger/Acquisition,,,2014-01-23,900.0,Completed,2009-10-29,4.2354551676933605,1547,15995-71T,General Chemical,2009-10-29,673.0
166222-36T,CCC Intelligent Solutions (NAS: CCCS),ccc intelligent solutions (nas: cccs),Reverse Merger,,,2021-08-02,605.0,Completed,2006-02-10,15.474332648870636,5652,10028-98T,CCC Intelligent Solutions (NAS: CCCS),2006-02-10,663.0
10235-62T,Seminis Vegetable Seeds,seminis vegetable seeds,Merger/Acquisition,,,2005-03-23,1125.0,Completed,2003-09-29,1.4811772758384667,541,10235-53T,Seminis Vegetable Seeds,2003-09-29,650.0
106937-47T,Chase Student Loans,chase student loans,Merger/Acquisition,,,2017-04-18,6900.0,Completed,2006-03-01,11.132101300479125,4066,11204-92T,Chase Student Loans,2006-03-01,647.16
87478-39T,Penguin Solutions (NAS: PENG),penguin solutions (nas: peng),IPO,,,2017-05-24,58.3,Completed,2011-08-26,5.7440109514031485,2098,18380-80T,Penguin Solutions (NAS: PENG),2011-08-26,645.0
36429-85T,SafeNet,safenet,Merger/Acquisition,,,2015-01-08,890.0,Completed,2007-04-12,7.742642026009582,2828,10217-89T,SafeNet,2007-04-12,634.0
16363-00T,Express,express,IPO,,,2010-05-13,272.0,Completed,2007-07-09,2.844626967830253,1039,10165-60T,Express,2007-07-09,602.0
61614-73T,Center Cut Hospitality,center cut hospitality,Merger/Acquisition,Corporate Divestiture,,2014-01-06,,Completed,2006-12-14,7.063655030800821,2580,10279-63T,Center Cut Hospitality,2006-12-14,600.0
160510-15T,Petco Health & Wellness Company (NAS: WOOF),petco health & wellness company (nas: woof),IPO,,,2021-01-14,864.0,Completed,2000-10-02,20.28473648186174,7409,10762-30T,Petco Health & Wellness Company (NAS: WOOF),2000-10-02,600.0
11470-24T,Texas-New Mexico Power,texas new mexico power,Merger/Acquisition,,,2005-06-01,1024.0,Completed,2000-04-01,5.166324435318275,1887,11470-15T,Texas-New Mexico Power,2000-04-01,589.53
31899-97T,Bankrate,bankrate,IPO,,,2011-06-17,300.0,Completed,2009-09-25,1.7248459958932238,630,31898-62T,Bankrate,2009-09-25,571.0
233878-06T,Winn-Dixie Stores,winn dixie stores,Merger/Acquisition,Corporate Divestiture,,2024-03-07,,Completed,2012-03-12,11.986310746064339,4378,19996-30T,Winn-Dixie Stores,2012-03-12,560.0
15630-40T,Valley National Gases,valley national gases,Merger/Acquisition,,,2009-03-30,,Completed,2007-02-28,2.083504449007529,761,10273-33T,Valley National Gases,2007-02-28,546.0
17640-91T,Knoll,knoll,IPO,,,2004-12-14,165.68,Completed,1999-01-01,5.952087611225188,2174,17640-82T,Knoll,1999-01-01,538.3
170619-13T,Knoll,knoll,Merger/Acquisition,,,2021-07-19,1887.3,Completed,1999-01-01,22.546201232032853,8235,17640-82T,Knoll,1999-01-01,538.3
49123-45T,Connections Education,connections education,Merger/Acquisition,,,2011-09-15,400.0,Completed,2007-06-14,4.254620123203286,1554,10247-50T,Connections Education,2007-06-14,535.0
19013-95T,Parallel Petroleum,parallel petroleum,Merger/Acquisition,,,2011-11-30,772.0,Completed,2009-11-26,2.0095824777549622,734,15980-14T,Parallel Petroleum,2009-11-26,532.9
57004-93T,Airvana,airvana,Merger/Acquisition,,,2015-10-01,45.1,Completed,2010-04-12,5.470225872689938,1998,16175-26T,Airvana,2010-04-12,530.0
146243-89T,WCA Waste Corporation,wca waste corporation,Merger/Acquisition,,,2020-10-01,1210.0,Completed,2012-03-31,8.503764544832306,3106,45775-00T,WCA Waste Corporation,2012-03-31,526.0
167172-85T,RentPath,rentpath,Merger/Acquisition,,,2021-04-02,608.0,Completed,2011-07-13,9.722108145106091,3551,18459-10T,RentPath,2011-07-13,525.0
11033-56T,VCA County Veterinary Hospital,vca county veterinary hospital,IPO,PIPE,,2001-11-20,160.0,Completed,2000-09-20,1.1663244353182751,426,11033-47T,VCA County Veterinary Hospital,2000-09-20,525.0
80886-97T,VCA County Veterinary Hospital,vca county veterinary hospital,Merger/Acquisition,,,2017-09-12,9100.0,Completed,2000-09-20,16.97741273100616,6201,11033-47T,VCA County Veterinary Hospital,2000-09-20,525.0
298987-75T,Steinway & Sons,steinway & sons,Merger/Acquisition,,,2024-09-01,,Completed,2013-09-19,10.951403148528405,4000,27909-46T,Steinway & Sons,2013-09-19,512.0
201373-03T,Blue Nile,blue nile,Merger/Acquisition,,,2022-08-19,389.9,Completed,2017-02-17,5.500342231348392,2009,78127-75T,Blue Nile,2017-02-17,500.0
23986-00T,NuCO2,nuco2,Merger/Acquisition,,,2013-03-01,1095.0,Completed,2008-05-29,4.75564681724846,1737,10848-16T,NuCO2,2008-05-29,486.32
72512-20T,Nortek,nortek,Merger/Acquisition,,,2016-08-31,1093.1,Completed,2003-01-09,13.64271047227926,4983,10099-45T,Nortek,2003-01-09,482.79
19514-98T,Thomas Nelson,thomas nelson,Merger/Acquisition,,,2012-07-11,,Completed,2006-06-12,6.080766598220397,2221,10884-16T,Thomas Nelson,2006-06-12,473.0
207525-97T,California Pizza Kitchen,california pizza kitchen,Merger/Acquisition,,,2022-04-01,,Completed,2011-07-07,10.735112936344969,3921,16551-46T,California Pizza Kitchen,2011-07-07,470.0
16524-91T,Covad Communications,covad communications,Merger/Acquisition,,,2010-09-01,,Completed,2008-04-15,2.379192334017796,869,10459-00T,Covad Communications,2008-04-15,470.0
13726-90T,Chart Industries (NYS: GTLS),chart industries (nys: gtls),IPO,,,2006-07-26,187.5,Completed,2005-10-17,0.7720739219712526,282,10366-75T,Chart Industries (NYS: GTLS),2005-10-17,467.7
85456-36T,Sunstone Hotel Properties,sunstone hotel properties,Merger/Acquisition,,,2004-10-27,,Completed,1999-07-14,5.28952772073922,1932,85456-18T,Sunstone Hotel Properties,1999-07-14,453.0
54842-23T,GUE Liquidation,gue liquidation,Merger/Acquisition,,,2008-08-26,434.4,Completed,2004-01-01,4.65160848733744,1699,171233-92T,GUE Liquidation,2004-01-01,450.0
18213-40T,Sourcecorp,sourcecorp,Merger/Acquisition,,,2011-07-13,,Completed,2006-07-12,5.002053388090349,1827,10308-97T,Sourcecorp,2006-07-12,450.0
37244-44T,Neff Rental,neff rental,IPO,,,2014-11-21,157.14,Completed,2005-06-03,9.467488021902806,3458,10215-73T,Neff Rental,2005-06-03,443.35
92897-92T,Neff Rental,neff rental,Merger/Acquisition,,,2017-10-02,1316.0,Completed,2005-06-03,12.331279945242985,4504,10215-73T,Neff Rental,2005-06-03,443.35
47784-97T,American Land Lease,american land lease,Merger/Acquisition,,,2015-01-06,,Completed,2009-03-16,5.809719370294319,2122,44445-07T,American Land Lease,2009-03-16,438.0
115599-88T,ClickSoftware Technologies,clicksoftware technologies,Merger/Acquisition,,,2019-10-01,1400.0,Completed,2015-07-13,4.219028062970568,1541,49283-11T,ClickSoftware Technologies,2015-07-13,438.0
72162-28T,Direct Auto Insurance,direct auto insurance,Merger/Acquisition,,,2016-11-01,162.01,Completed,2007-03-30,9.593429158110883,3504,10296-01T,Direct Auto Insurance,2007-03-30,432.39
283684-33T,Direct Auto Insurance,direct auto insurance,Merger/Acquisition,Corporate Divestiture,,2025-07-01,,Completed,2007-03-30,18.255989048596852,6668,10296-01T,Direct Auto Insurance,2007-03-30,432.39
17026-57T,Pierre Foods,pierre foods,Merger/Acquisition,,,2010-10-01,,Completed,2004-07-13,6.217659137577002,2271,10125-55T,Pierre Foods,2004-07-13,422.0
10682-20T,Florists Transworld Delivery,florists transworld delivery,IPO,,,2005-02-09,170.3,Completed,2004-02-24,0.9609856262833676,351,10682-11T,Florists Transworld Delivery,2004-02-24,420.0
11138-50T,Florists Transworld Delivery,florists transworld delivery,Merger/Acquisition,,,2008-08-26,441.0,Completed,2004-02-24,4.503764544832307,1645,10682-11T,Florists Transworld Delivery,2004-02-24,420.0
11995-57T,Harvey's Casino Resorts,harvey's casino resorts,Merger/Acquisition,,,2001-07-31,675.0,Completed,1999-02-02,2.4914442162902124,910,11995-48T,Harvey's Casino Resorts,1999-02-02,420.0
132540-76T,Saba Software,saba software,Merger/Acquisition,,,2020-04-22,1359.22,Completed,2015-03-30,5.065023956194388,1850,45678-61T,Saba Software,2015-03-30,418.0
22009-42T,OPENLANE (Media and Information Services (B2B)) (NYS: KAR),openlane (media and information services (b2b)) (nys: kar),IPO,,,2009-12-11,300.0,Completed,2005-05-25,4.547570157426421,1661,10436-14T,OPENLANE (Media and Information Services (B2B)) (NYS: KAR),2005-05-25,414.0
11107-27T,Del Laboratories,del laboratories,Merger/Acquisition,,,2008-01-02,800.0,Completed,2005-01-01,3.0006844626967832,1096,10140-04T,Del Laboratories,2005-01-01,410.0
72991-63T,Musicland Group,musicland group,Merger/Acquisition,,,2001-01-01,425.0,Completed,1988-02-09,12.895277207392198,4710,72991-27T,Musicland Group,1988-02-09,410.0
10145-71T,Musicland Group,musicland group,Merger/Acquisition,,,2006-03-29,78.8,Completed,1988-02-09,18.132785763175907,6623,72991-27T,Musicland Group,1988-02-09,410.0
46650-25T,Deb Shops,deb shops,Merger/Acquisition,,,2015-03-06,2.0,Completed,2007-10-24,7.364818617385352,2690,10238-14T,Deb Shops,2007-10-24,395.0
167300-47T,Gelson's Markets,gelson's markets,Merger/Acquisition,,,2021-02-23,,Completed,2014-02-19,7.011635865845311,2561,30454-57T,Gelson's Markets,2014-02-19,394.0
246893-68T,American Pacific,american pacific,Merger/Acquisition,,,2024-01-16,700.0,Completed,2014-02-27,9.883641341546886,3610,30861-82T,American Pacific,2014-02-27,392.0
44942-95T,Fundtech,fundtech,Merger/Acquisition,,,2015-04-30,1300.0,Completed,2011-11-30,3.4140999315537304,1247,19186-39T,Fundtech,2011-11-30,390.0
81036-01T,MSC Software,msc software,Merger/Acquisition,,,2017-04-26,834.0,Completed,2009-10-14,7.531827515400411,2751,15857-83T,MSC Software,2009-10-14,390.0
28527-31T,Enterasys Networks,enterasys networks,Merger/Acquisition,,,2013-10-31,180.0,Completed,2006-03-01,7.668720054757015,2801,10030-69T,Enterasys Networks,2006-03-01,386.0
93413-62T,Anaren,anaren,Merger/Acquisition,,,2018-04-18,787.91,Completed,2014-02-18,4.161533196440794,1520,25450-57T,Anaren,2014-02-18,383.0
117821-44T,Charlotte Russe,charlotte russe,Merger/Acquisition,,,2019-03-29,,Completed,2009-10-14,9.453798767967145,3453,15605-74T,Charlotte Russe,2009-10-14,380.0
90763-93T,Water Pik,water pik,Merger/Acquisition,,,2017-08-07,1024.6,Completed,2006-04-12,11.321013004791238,4135,11127-61T,Water Pik,2006-04-12,380.0
80020-90T,Jameson Inns,jameson inns,Merger/Acquisition,,,2014-01-01,,Completed,2006-07-27,7.433264887063655,2715,10745-38T,Jameson Inns,2006-07-27,371.0
224864-92T,Lionbridge,lionbridge,Merger/Acquisition,,,2022-01-01,,Completed,2017-02-28,4.8405201916495555,1768,79688-35T,Lionbridge,2017-02-28,369.0
16752-97T,American Safety Razor,american safety razor,Merger/Acquisition,,,2010-11-23,301.0,Completed,1999-04-23,11.586584531143053,4232,11531-35T,American Safety Razor,1999-04-23,363.0
96810-13T,Fluidra North America,fluidra north america,Merger/Acquisition,,,2018-07-02,838.0,Completed,2006-04-12,12.2217659137577,4464,10936-36T,Fluidra North America,2006-04-12,341.74
21591-01T,1-800 Contacts,1 800 contacts,Merger/Acquisition,,,2012-06-04,900.0,Completed,2007-09-06,4.744695414099931,1733,10250-83T,1-800 Contacts,2007-09-06,340.0
111051-82T,Globecomm,globecomm,Merger/Acquisition,,,2018-12-14,135.0,Completed,2013-12-11,5.007529089664613,1829,28144-72T,Globecomm,2013-12-11,340.0
157570-21T,Friendly's Ice Cream,friendly's ice cream,Merger/Acquisition,,,2016-07-21,155.0,Completed,2007-06-18,9.092402464065708,3321,10232-29T,Friendly's Ice Cream,2007-06-18,337.2
158507-92T,Friendly's Ice Cream,friendly's ice cream,Merger/Acquisition,,,2021-01-19,1.9,Completed,2007-06-18,13.59069130732375,4964,10232-29T,Friendly's Ice Cream,2007-06-18,337.2
16708-69T,Buckeye Pipe Line Holdings,buckeye pipe line holdings,Merger/Acquisition,,,2010-11-16,1160.0,Completed,2007-06-25,3.3949349760438055,1240,10245-52T,Buckeye Pipe Line Holdings,2007-06-25,335.0
32253-67T,Jason (Acquired),jason (acquired),Merger/Acquisition,,,2014-06-30,538.65,Completed,2000-08-04,13.902806297056811,5078,11444-05T,Jason (Acquired),2000-08-04,335.0
16013-08T,Viasystems Group,viasystems group,IPO,,,2000-03-24,924.0,Completed,1996-10-01,3.477070499657769,1270,16012-90T,Viasystems Group,1996-10-01,330.0
244590-85T,Viasystems Group,viasystems group,Reverse Merger,,,2009-01-01,,Completed,1996-10-01,12.251882272416154,4475,16012-90T,Viasystems Group,1996-10-01,330.0
37779-85T,Viasystems Group,viasystems group,Merger/Acquisition,,,2015-05-31,397.83,Completed,1996-10-01,18.661190965092402,6816,16012-90T,Viasystems Group,1996-10-01,330.0
29844-82T,Party City,party city,IPO,,,2015-04-16,371.88,Completed,2005-12-27,9.300479123887747,3397,10140-22T,Party City,2005-12-27,315.9
10811-35T,Dayton Superior,dayton superior,IPO,,,2006-12-20,94.2,Completed,2000-06-16,6.510609171800137,2378,10811-26T,Dayton Superior,2000-06-16,315.0
276158-35T,Casper Sleep,casper sleep,Merger/Acquisition,,,2024-10-28,,Completed,2022-01-25,2.757015742642026,1007,183432-97T,Casper Sleep,2022-01-25,308.0
188530-21T,Sound United,sound united,Merger/Acquisition,,,2022-04-11,1086.0,Completed,2011-06-21,10.806297056810404,3947,18446-95T,Sound United,2011-06-21,301.67
57182-23T,Belden & Blake,belden & blake,Merger/Acquisition,,,2015-10-01,111.1,Completed,1997-06-27,18.261464750171115,6670,10055-80T,Belden & Blake,1997-06-27,301.56
10884-70T,Interline Brands,interline brands,IPO,,,2004-12-16,187.5,Completed,2000-05-16,4.58590006844627,1675,10884-61T,Interline Brands,2000-05-16,300.8
54000-82T,Interline Brands,interline brands,Merger/Acquisition,,,2015-08-24,1672.0,Completed,2000-05-16,15.271731690622861,5578,10884-61T,Interline Brands,2000-05-16,300.8
303038-56T,Mattson Technology,mattson technology,Merger/Acquisition,,,2024-12-01,,Completed,2016-05-11,8.558521560574949,3126,62543-17T,Mattson Technology,2016-05-11,300.0
166370-14T,Gerber Technology,gerber technology,Merger/Acquisition,,,2021-06-01,364.49,Completed,2011-08-22,9.776865160848734,3571,18604-18T,Gerber Technology,2011-08-22,298.0
255409-75T,Benihana,benihana,Merger/Acquisition,,,2024-05-01,365.0,Completed,2012-08-21,11.693360711841205,4271,21510-73T,Benihana,2012-08-21,297.0
46827-46T,Virtual Radiologic,virtual radiologic,Merger/Acquisition,,,2015-05-18,500.0,Completed,2010-07-12,4.848733744010952,1771,16642-90T,Virtual Radiologic,2010-07-12,294.0
10586-71T,Harborside Healthcare,harborside healthcare,Merger/Acquisition,,,2007-04-19,350.0,Completed,1998-05-01,8.966461327857632,3275,232038-37T,Harborside Healthcare,1998-05-01,291.0
16008-31T,SI Corporation,si corporation,Merger/Acquisition,,,2006-01-31,232.6,Completed,1999-12-14,6.132785763175907,2240,16007-86T,SI Corporation,1999-12-14,282.88
16123-15T,Global Motorsport Group,global motorsport group,Merger/Acquisition,,,2008-03-10,,Completed,1998-12-15,9.234770704996578,3373,13469-59T,Global Motorsport Group,1998-12-15,278.0
11016-01T,US Can,us can,Merger/Acquisition,,,2006-03-27,,Completed,2000-10-05,5.47296372347707,1999,11015-92T,US Can,2000-10-05,276.66
157631-86T,E2open,e2open,Reverse Merger,,,2021-02-05,614.0,Completed,2015-03-26,5.867214236824093,2143,44552-62T,E2open,2015-03-26,273.0
293773-51T,E2open,e2open,Merger/Acquisition,,,2025-08-04,2100.0,Completed,2015-03-26,10.360027378507871,3784,44552-62T,E2open,2015-03-26,273.0
29177-20T,Restoration Hardware (NYS: RH),restoration hardware (nys: rh),IPO,,,2012-11-02,123.94,Completed,2008-06-17,4.37782340862423,1599,29177-11T,Restoration Hardware (NYS: RH),2008-06-17,267.0
13613-50T,Integrated Circuit Systems,integrated circuit systems,IPO,,,2000-05-23,162.5,Completed,1999-01-20,1.3388090349075976,489,13613-41T,Integrated Circuit Systems,1999-01-20,264.0
65938-24T,Integrated Circuit Systems,integrated circuit systems,Merger/Acquisition,,,2005-09-22,1700.0,Completed,1999-01-20,6.672142368240931,2437,13613-41T,Integrated Circuit Systems,1999-01-20,264.0
10967-41T,Aavid Thermal Technologies,aavid thermal technologies,Merger/Acquisition,,,2006-02-16,565.0,Completed,2000-02-02,6.039698836413415,2206,10967-32T,Aavid Thermal Technologies,2000-02-02,260.0
44590-24T,Eagle Hospitality Properties Trust,eagle hospitality properties trust,Merger/Acquisition,,,2018-01-01,,Completed,2007-04-30,10.674880219028063,3899,29284-48T,Eagle Hospitality Properties Trust,2007-04-30,259.23
34460-56T,Dave & Buster's (NAS: PLAY),dave & buster's (nas: play),IPO,,,2014-10-10,94.12,Completed,2006-03-08,8.591375770020534,3138,10029-61T,Dave & Buster's (NAS: PLAY),2006-03-08,257.97
92315-08T,Loewenstein Furniture,loewenstein furniture,Merger/Acquisition,,,2008-08-19,,Completed,1999-08-27,8.980150581793293,3280,92320-93T,Loewenstein Furniture,1999-08-27,257.18
95213-17T,CompuCom,compucom,Merger/Acquisition,,,2017-11-08,940.0,Completed,2004-10-01,13.103353867214237,4786,10068-94T,CompuCom,2004-10-01,254.0
113417-74T,Telular,telular,Merger/Acquisition,,,2018-10-01,522.7,Completed,2013-06-24,5.270362765229295,1925,25672-33T,Telular,2013-06-24,253.0
35060-77T,Townsquare Media (NYS: TSQ),townsquare media (nys: tsq),IPO,,,2014-07-24,91.67,Completed,2010-04-27,4.240930869267625,1549,16417-36T,Townsquare Media (NYS: TSQ),2010-04-27,250.0
81777-79T,Double-Take Software,double take software,Merger/Acquisition,Corporate Divestiture,,2017-01-31,65.93,Completed,2010-07-26,6.5188227241615335,2381,16635-88T,Double-Take Software,2010-07-26,242.0
16606-27T,Lifecore Biomedical,lifecore biomedical,Merger/Acquisition,,,2010-04-30,49.65,Completed,2008-03-24,2.099931553730322,767,10800-10T,Lifecore Biomedical,2008-03-24,239.0
84400-30T,Sotera Defense Solutions,sotera defense solutions,Merger/Acquisition,,,2017-04-04,235.0,Completed,2011-04-04,6.0013689253935665,2192,18145-72T,Sotera Defense Solutions,2011-04-04,235.23
49087-54T,International Architectural Group,international architectural group,Merger/Acquisition,,,2011-06-24,8.0,Completed,2007-04-02,4.227241615331964,1544,10230-85T,International Architectural Group,2007-04-02,228.0
75221-56T,Firstcity Financial,firstcity financial,Merger/Acquisition,,,2015-09-09,,Completed,2013-05-20,2.305270362765229,842,23378-32T,Firstcity Financial,2013-05-20,225.0
172262-17T,ProQuest (Publishing),proquest (publishing),Merger/Acquisition,,,2021-12-01,4994.33,Completed,2007-02-12,14.80082135523614,5406,10260-91T,ProQuest (Publishing),2007-02-12,222.0
35377-21T,Yankee Candle,yankee candle,Merger/Acquisition,,,2013-10-03,67.0,Completed,2003-09-05,10.078028747433265,3681,257894-02T,Yankee Candle,2003-09-05,216.6
34295-59T,Sheridan Healthcare,sheridan healthcare,Merger/Acquisition,,,2014-07-17,2350.0,Completed,1999-05-01,15.211498973305956,5556,10121-59T,Sheridan Healthcare,1999-05-01,215.0
