DealID,Company,Company_norm,DealType,DealType2,DealType3,DealDate,DealSize,DealStatus,EntryDate,HoldingYears,AbsDaysAfter,Seed_DealID,Seed_Company,Seed_DealDate,Seed_DealSize
92612-98T,Haggar,haggar,Merger/Acquisition,,,2017-01-01,,Completed,2005-09-01,11.3347022587269,4140,10401-76T,Haggar,2005-09-01,212.0
118699-30T,Haggar,haggar,Merger/Acquisition,Corporate Divestiture,,2019-05-07,,Completed,2005-09-01,13.678302532511978,4996,10401-76T,Haggar,2005-09-01,212.0
97234-21T,Centerplate,centerplate,Merger/Acquisition,,,2017-12-27,650.0,Completed,2009-01-26,8.917180013689254,3257,12009-97T,Centerplate,2009-01-26,210.0
10670-86T,EXCO Resources (PINX: EXCE),exco resources (pinx: exce),IPO,,,2006-02-08,650.0,Completed,2003-07-29,2.532511978097194,925,10670-77T,EXCO Resources (PINX: EXCE),2003-07-29,208.15
113262-22T,Prospect Medical Holdings,prospect medical holdings,Merger/Acquisition,,,2021-01-01,,Completed,2010-12-15,10.047912388774812,3670,17166-88T,Prospect Medical Holdings,2010-12-15,205.0
277174-72T,Prospect Medical Holdings,prospect medical holdings,Merger/Acquisition,,,2025-07-01,708.0,Completed,2010-12-15,14.543463381245722,5312,17166-88T,Prospect Medical Holdings,2010-12-15,205.0
80214-04T,Portrait Corp. of America,portrait corp of america,Merger/Acquisition,,,2007-06-08,100.0,Completed,1998-08-21,8.796714579055442,3213,80211-52T,Portrait Corp. of America,1998-08-21,200.0
16727-05T,Register.com,register com,Merger/Acquisition,,,2010-07-30,135.0,Completed,2005-11-04,4.733744010951403,1729,10258-39T,Register.com,2005-11-04,200.0
166531-87T,Tops Markets,tops markets,Merger/Acquisition,,,2021-11-08,,Completed,1987-07-01,34.35728952772074,12549,15603-49T,Tops Markets,1987-07-01,200.0
89050-06T,Conexant Systems,conexant systems,Merger/Acquisition,,,2017-07-25,346.2,Completed,2011-04-19,6.26694045174538,2289,18021-97T,Conexant Systems,2011-04-19,197.0
95083-66T,National Vision Holdings (NAS: EYE),national vision holdings (nas: eye),IPO,,,2017-10-26,347.6,Completed,2005-09-01,12.150581793292266,4438,10019-26T,National Vision Holdings (NAS: EYE),2005-09-01,193.0
65945-26T,AAF Flanders,aaf flanders,Merger/Acquisition,,,2016-04-27,430.0,Completed,2012-05-16,3.9479808350444903,1442,20913-13T,AAF Flanders,2012-05-16,192.0
13701-43T,Coinmach Service,coinmach service,IPO,,,2004-11-24,250.07,Completed,2000-07-07,4.383299110198494,1601,13701-34T,Coinmach Service,2000-07-07,187.88
164079-55T,Sparton,sparton,Merger/Acquisition,,,2021-04-06,380.0,Completed,2019-03-04,2.0917180013689256,764,114591-79T,Sparton,2019-03-04,181.5
303178-69T,Loehmann's,loehmann's,Merger/Acquisition,,,2020-01-01,0.3,Completed,2004-10-13,15.21697467488022,5558,10117-18T,Loehmann's,2004-10-13,177.0
13579-39T,Big V Supermarkets,big v supermarkets,Merger/Acquisition,,,2002-07-12,,Completed,1987-11-01,14.694045174537989,5367,13578-94T,Big V Supermarkets,1987-11-01,175.0
11998-00T,La Petite Academy,la petite academy,Merger/Acquisition,,,2007-03-31,330.0,Completed,1993-08-03,13.656399726214921,4988,11997-73T,La Petite Academy,1993-08-03,166.15
19816-75T,Niagara,niagara,Merger/Acquisition,,,2011-12-05,,Completed,2006-09-06,5.245722108145106,1916,10502-74T,Niagara,2006-09-06,165.0
295985-53T,Kenneth Cole Productions,kenneth cole productions,Merger/Acquisition,,,2024-01-01,,Completed,2012-09-25,11.266255989048597,4115,35564-05T,Kenneth Cole Productions,2012-09-25,163.3
10815-22T,General Chemical Industrial Products,general chemical industrial products,Merger/Acquisition,,,2008-03-27,1005.0,Completed,2004-04-05,3.975359342915811,1452,10815-13T,General Chemical Industrial Products,2004-04-05,162.5
243543-43T,Empi (Therapeutic Devices),empi (therapeutic devices),Merger/Acquisition,,,2004-10-04,369.2,Completed,1999-08-31,5.0951403148528405,1861,10797-94T,Empi (Therapeutic Devices),1999-08-31,161.41
281031-31T,CDI Engineering Solutions,cdi engineering solutions,Merger/Acquisition,,,2024-12-31,,Completed,2017-07-31,7.4195756331279945,2710,85177-63T,CDI Engineering Solutions,2017-07-31,157.5
33657-94T,Clayton Holdings,clayton holdings,Merger/Acquisition,,,2014-07-01,312.5,Completed,2008-07-02,5.9958932238193015,2190,11166-13T,Clayton Holdings,2008-07-02,156.86
94606-48T,EAG Laboratories,eag laboratories,Merger/Acquisition,,,2017-12-04,780.0,Completed,2008-10-01,9.174537987679672,3351,11857-42T,EAG Laboratories,2008-10-01,156.13
31540-15T,Sunrise Senior Living,sunrise senior living,Merger/Acquisition,Recapitalization,,2014-04-21,350.0,Completed,2013-03-13,1.106091718001369,404,28654-39T,Sunrise Senior Living,2013-03-13,156.0
140571-10T,Phoenix Technologies (US),phoenix technologies (us),Merger/Acquisition,,,2019-08-01,,Completed,2010-11-23,8.687200547570157,3173,17174-80T,Phoenix Technologies (US),2010-11-23,152.0
11060-02T,CompBenefits,compbenefits,Merger/Acquisition,,,2007-10-01,369.14,Completed,1999-06-18,8.28747433264887,3027,15966-37T,CompBenefits,1999-06-18,151.73
137826-28T,Source Photonics,source photonics,Merger/Acquisition,,,2020-06-08,135.0,Completed,2010-10-26,9.618069815195073,3513,17549-38T,Source Photonics,2010-10-26,146.0
68705-65T,Bell Helmets,bell helmets,Merger/Acquisition,Corporate Divestiture,,2016-04-01,,Completed,1998-08-17,17.623545516769337,6437,16932-43T,Bell Helmets,1998-08-17,145.48
119649-16T,EDAC Technologies,edac technologies,Merger/Acquisition,,,2019-09-30,300.0,Completed,2013-05-07,6.398357289527721,2337,25012-90T,EDAC Technologies,2013-05-07,145.1
81873-28T,Dominion Homes,dominion homes,Merger/Acquisition,,,2014-08-25,82.4,Completed,2008-06-11,6.203969883641341,2266,10848-70T,Dominion Homes,2008-06-11,144.2
157328-56T,Leslie's (NAS: LESL),leslie's (nas: lesl),IPO,,,2020-10-29,680.0,Completed,1997-06-11,23.38398357289528,8541,11070-46T,Leslie's (NAS: LESL),1997-06-11,140.0
172939-96T,BluJay Solutions,blujay solutions,Merger/Acquisition,,,2021-09-01,1500.0,Completed,2012-07-12,9.138945927446954,3338,21387-43T,BluJay Solutions,2012-07-12,139.59
11333-35T,WJ Communications,wj communications,IPO,,,2000-08-18,99.36,Completed,1999-11-01,0.7967145790554415,291,11332-63T,WJ Communications,1999-11-01,139.2
11332-72T,WJ Communications,wj communications,Merger/Acquisition,,,2008-05-23,71.8,Completed,1999-11-01,8.558521560574949,3126,11332-63T,WJ Communications,1999-11-01,139.2
17410-69T,Home Products International,home products international,Merger/Acquisition,,,2007-03-21,75.0,Completed,2004-12-14,2.2642026009582477,827,17409-16T,Home Products International,2004-12-14,137.1
86244-85T,Tollgrade Communications,tollgrade communications,Merger/Acquisition,,,2017-04-12,23.0,Completed,2011-05-10,5.924709103353867,2164,18089-83T,Tollgrade Communications,2011-05-10,137.0
37721-35T,Industrial Distribution Group,industrial distribution group,Merger/Acquisition,,,2014-09-18,,Completed,2008-08-06,6.116358658453114,2234,11402-29T,Industrial Distribution Group,2008-08-06,136.0
25568-47T,RAE Systems,rae systems,Merger/Acquisition,,,2013-06-04,340.0,Completed,2011-06-11,1.9822039698836413,724,17923-33T,RAE Systems,2011-06-11,134.0
272413-72T,Knape & Vogt Manufacturing,knape & vogt manufacturing,Merger/Acquisition,,,2024-02-01,,Completed,2006-07-28,17.51403148528405,6397,10521-28T,Knape & Vogt Manufacturing,2006-07-28,133.24
113040-19T,Agiliti Health,agiliti health,IPO,,,2021-04-26,368.42,Completed,1998-02-26,23.16221765913758,8460,10205-47T,Agiliti Health,1998-02-26,133.0
19644-31T,Varsity Spirit,varsity spirit,Merger/Acquisition,,,2011-07-31,,Completed,2003-04-23,8.271047227926077,3021,10733-41T,Varsity Spirit,2003-04-23,130.9
56923-48T,At Home Group,at home group,IPO,,,2016-08-04,130.01,Completed,1999-12-23,16.61601642710472,6069,15720-04T,At Home Group,1999-12-23,128.59
194979-70T,Answers.com,answers com,Merger/Acquisition,Acquisition Financing,,2022-05-04,4.63,Completed,2011-04-14,11.055441478439425,4038,18005-05T,Answers.com,2011-04-14,127.0
88569-10T,Alloy Media Marketing,alloy media marketing,Merger/Acquisition,,,2012-06-11,,Completed,2010-11-09,1.5879534565366187,580,16746-49T,Alloy Media Marketing,2010-11-09,126.3
88574-77T,Alloy Media Marketing,alloy media marketing,Merger of Equals,,,2013-10-08,,Completed,2010-11-09,2.9130732375085557,1064,16746-49T,Alloy Media Marketing,2010-11-09,126.3
26308-72T,Harris Healthcare,harris healthcare,Merger/Acquisition,,,2013-06-04,,Completed,2010-03-18,3.2142368240930868,1174,16141-51T,Harris Healthcare,2010-03-18,126.0
30335-86T,Entrust (Plano),entrust (plano),Merger/Acquisition,,,2013-12-31,,Completed,2009-07-28,4.427104722792608,1617,15685-84T,Entrust (Plano),2009-07-28,123.1
22479-13T,OMNI Energy Services,omni energy services,Merger/Acquisition,,,2012-10-31,439.7,Completed,2010-10-27,2.0123203285420943,735,16689-61T,OMNI Energy Services,2010-10-27,122.0
124925-14T,Sizmek,sizmek,Merger/Acquisition,,,2019-06-01,,Completed,2016-09-01,2.746064339493498,1003,73736-02T,Sizmek,2016-09-01,122.0
214826-14T,Theragenics,theragenics,Merger/Acquisition,,,2022-07-01,,Completed,2013-10-29,8.670773442847365,3167,25936-30T,Theragenics,2013-10-29,121.5
35860-78T,Autocam,autocam,Merger/Acquisition,,,2014-08-29,288.55,Completed,2000-02-07,14.557152635181383,5317,10043-74T,Autocam,2000-02-07,118.33
10671-58T,Jenny Craig,jenny craig,Merger/Acquisition,,,2006-09-30,600.0,Completed,2002-05-22,4.358658453114305,1592,10669-96T,Jenny Craig,2002-05-22,115.0
193426-39T,Concorde Career Colleges,concorde career colleges,Merger/Acquisition,,,2022-12-01,50.0,Completed,2006-09-01,16.249144421629023,5935,10747-45T,Concorde Career Colleges,2006-09-01,114.5
11098-36T,Thousand Trails,thousand trails,Merger/Acquisition,,,2005-05-01,,Completed,2003-07-23,1.7741273100616017,648,11098-18T,Thousand Trails,2003-07-23,113.0
138134-62T,Bravo Brio Restaurants,bravo brio restaurants,Merger/Acquisition,,,2020-06-11,30.0,Completed,2018-05-24,2.0506502395619437,749,102443-23T,Bravo Brio Restaurants,2018-05-24,112.9
40522-60T,Collins Industries,collins industries,Merger/Acquisition,,,2010-01-01,,Completed,2007-02-01,2.915811088295688,1065,10751-41T,Collins Industries,2007-02-01,110.0
181676-08T,United Auto Credit,united auto credit,Merger/Acquisition,,,2022-02-01,315.4,Completed,2011-02-25,10.934976043805612,3994,17800-30T,United Auto Credit,2011-02-25,110.0
95473-00T,Radial (BPO/Outsource Services),radial (bpo/outsource services),Merger/Acquisition,,,2017-11-16,820.0,Completed,2014-01-06,3.8603696098562628,1410,29708-74T,Radial (BPO/Outsource Services),2014-01-06,109.0
112293-19T,Loring Ward International,loring ward international,Merger/Acquisition,,,2018-11-30,235.0,Completed,2009-01-23,9.850787132101301,3598,11353-96T,Loring Ward International,2009-01-23,108.6
86825-71T,Printronix,printronix,Merger/Acquisition,,,2013-01-10,,Completed,2008-01-08,5.007529089664613,1829,10498-24T,Printronix,2008-01-08,108.0
181512-55T,Printronix,printronix,Merger/Acquisition,,,2021-10-07,37.14,Completed,2008-01-08,13.74674880219028,5021,10498-24T,Printronix,2008-01-08,108.0
27662-68T,Teletrac,teletrac,Merger/Acquisition,,,2013-08-02,,Completed,2010-06-03,3.164955509924709,1156,16686-01T,Teletrac,2010-06-03,106.9
46461-52T,Teletrac,teletrac,Merger/Acquisition,Corporate Divestiture,,2015-03-03,,Completed,2010-06-03,4.747433264887063,1734,16686-01T,Teletrac,2010-06-03,106.9
26263-36T,ICG Communications,icg communications,Merger/Acquisition,,,2006-05-31,163.0,Completed,2004-10-18,1.6153319644079398,590,25586-11T,ICG Communications,2004-10-18,106.0
18888-04T,Network Solutions,network solutions,Merger/Acquisition,,,2011-10-27,560.9,Completed,2003-11-25,7.920602327173169,2893,10221-85T,Network Solutions,2003-11-25,100.0
179402-05T,Stellantis Financial Services (Consumer Finance),stellantis financial services (consumer finance),Merger/Acquisition,,,2021-11-01,289.0,Completed,2012-11-01,8.999315537303216,3287,22383-28T,Stellantis Financial Services (Consumer Finance),2012-11-01,100.0
11529-28T,Wilsons Leather,wilsons leather,Merger/Acquisition,Public to Private,,2008-07-08,25.1,Completed,1987-01-01,21.516769336071185,7859,99641-35T,Wilsons Leather,1987-01-01,99.3
50589-37T,Silverleaf Resorts,silverleaf resorts,Merger/Acquisition,,,2015-05-20,,Completed,2011-05-18,4.005475701574264,1463,18007-03T,Silverleaf Resorts,2011-05-18,94.4
82645-57T,Andros (Devices and Supplies) (NAS: ANDY),andros (devices and supplies) (nas: andy),Merger/Acquisition,Corporate Divestiture,,2007-05-04,,Completed,1996-05-14,10.97056810403833,4007,34489-72T,Andros (Devices and Supplies) (NAS: ANDY),1996-05-14,92.62
94598-20T,Galaxy Cablevision,galaxy cablevision,Merger/Acquisition,,,2010-05-24,,Completed,1995-09-06,14.713210130047912,5374,112709-98T,Galaxy Cablevision,1995-09-06,92.0
44406-46T,Ulticom,ulticom,Merger/Acquisition,,,2015-01-16,20.0,Completed,2010-12-03,4.120465434633813,1505,17469-55T,Ulticom,2010-12-03,90.0
106556-50T,Bertucci's,bertucci's,Merger/Acquisition,,,2018-06-05,20.0,Completed,1998-06-21,19.956194387405887,7289,10902-88T,Bertucci's,1998-06-21,87.46
17776-63T,BI Incorporated,bi incorporated,Merger/Acquisition,,,2011-02-10,415.0,Completed,2000-10-04,10.351813826146476,3781,10705-06T,BI Incorporated,2000-10-04,85.0
111878-65T,Firstmark (Chatsworth),firstmark (chatsworth),Merger/Acquisition,Corporate Divestiture,,2018-11-26,97.4,Completed,2015-07-01,3.405886379192334,1244,52780-87T,Firstmark (Chatsworth),2015-07-01,84.0
23881-06T,Maynard Oil,maynard oil,Merger/Acquisition,Corporate Divestiture,,2003-12-01,,Completed,2002-07-01,1.4182067077344285,518,23879-89T,Maynard Oil,2002-07-01,83.0
160371-37T,Matrixx Initiatives,matrixx initiatives,Merger/Acquisition,,,2020-12-01,532.7,Completed,2011-02-18,9.78507871321013,3574,17752-60T,Matrixx Initiatives,2011-02-18,82.25
126917-65T,Connecture,connecture,Merger/Acquisition,,,2019-10-07,,Completed,2018-04-26,1.4483230663928817,529,99645-49T,Connecture,2018-04-26,81.26
22817-98T,Il Fornaio,il fornaio,Merger/Acquisition,,,2012-09-13,,Completed,2001-07-16,11.162217659137577,4077,10033-30T,Il Fornaio,2001-07-16,81.0
125127-91T,Il Fornaio,il fornaio,Merger/Acquisition,,,2019-09-30,74.2,Completed,2001-07-16,18.206707734428473,6650,10033-30T,Il Fornaio,2001-07-16,81.0
22163-05T,Anchor Glass Container,anchor glass container,Merger/Acquisition,,,2012-08-20,880.0,Completed,2002-08-30,9.973990417522245,3643,16742-71T,Anchor Glass Container,2002-08-30,80.0
50426-29T,Optimum,optimum,Merger/Acquisition,,,2015-12-20,9100.0,Completed,2003-02-12,12.851471594798083,4694,10819-18T,Optimum,2003-02-12,80.0
61545-88T,Kana Software,kana software,Merger/Acquisition,,,2014-02-04,541.68,Completed,2009-12-23,4.117727583846681,1504,61545-79T,Kana Software,2009-12-23,77.48
15620-50T,Morton Industrial Group,morton industrial group,Merger/Acquisition,,,2009-06-26,33.0,Completed,2006-08-25,2.836413415468857,1036,10520-83T,Morton Industrial Group,2006-08-25,76.6
44183-80T,DivX,divx,Merger/Acquisition,,,2015-01-05,62.5,Completed,2014-03-31,0.7665982203969883,280,32657-95T,DivX,2014-03-31,75.0
66292-12T,Planvista.,planvista ,Merger/Acquisition,,,2016-02-29,460.0,Completed,2008-10-01,7.411362080766598,2707,12791-26T,Planvista.,2008-10-01,75.0
64592-38T,Zomax,zomax,Merger/Acquisition,,,2009-01-08,,Completed,2006-12-01,2.105407255304586,769,10128-07T,Zomax,2006-12-01,72.0
165057-58T,The Hillman Group (NAS: HLMN),the hillman group (nas: hlmn),Reverse Merger,,,2021-07-14,1485.0,Completed,2001-09-27,19.794661190965094,7230,10193-86T,The Hillman Group (NAS: HLMN),2001-09-27,71.48
12025-27T,Morton's Restaurant Group,morton's restaurant group,IPO,,,2006-02-09,160.91,Completed,2002-07-25,3.5455167693360714,1295,10738-81T,Morton's Restaurant Group,2002-07-25,71.22
18214-12T,Morton's Restaurant Group,morton's restaurant group,Merger/Acquisition,,,2012-02-01,116.6,Completed,2002-07-25,9.522245037645447,3478,10738-81T,Morton's Restaurant Group,2002-07-25,71.22
53233-84T,Celsis International,celsis international,Merger/Acquisition,,,2015-07-24,331.61,Completed,2009-10-09,5.7878165639972625,2114,16016-86T,Celsis International,2009-10-09,70.51
16648-84T,Allied Vaughn,allied vaughn,Merger/Acquisition,,,2001-01-19,25.0,Completed,1998-09-25,2.31895961670089,847,16648-21T,Allied Vaughn,1998-09-25,68.1
48778-48T,Frederick's of Hollywood,frederick's of hollywood,Reverse Merger,,,2007-01-01,,Completed,1997-09-30,9.253935660506503,3380,84217-51T,Frederick's of Hollywood,1997-09-30,67.4
113814-64T,Frederick's of Hollywood,frederick's of hollywood,Merger/Acquisition,Corporate Divestiture,,2018-11-15,18.2,Completed,1997-09-30,21.125256673511295,7716,84217-51T,Frederick's of Hollywood,1997-09-30,67.4
96747-58T,Simplicity Creative Group,simplicity creative group,Merger/Acquisition,Corporate Divestiture,,2017-11-03,73.03,Completed,2000-03-06,17.661875427789184,6451,17216-38T,Simplicity Creative Group,2000-03-06,66.11
18556-66T,Manatron,manatron,Merger/Acquisition,,,2011-07-18,265.0,Completed,2008-04-01,3.293634496919918,1203,10871-02T,Manatron,2008-04-01,66.0
89704-99T,Global Capacity,global capacity,Merger/Acquisition,,,2017-09-18,104.0,Completed,2010-12-14,6.76249144421629,2470,17929-90T,Global Capacity,2010-12-14,65.0
34363-72T,TA Dedicated,ta dedicated,Merger/Acquisition,,,2014-07-03,164.2,Completed,2006-02-28,8.342231348391513,3047,10457-38T,TA Dedicated,2006-02-28,65.0
267387-49T,SeraCare,seracare,Merger/Acquisition,Corporate Divestiture,,2023-03-01,,Completed,2012-04-20,10.861054072553046,3967,20593-18T,SeraCare,2012-04-20,63.9
29454-13T,Workflow Management,workflow management,Merger/Acquisition,,,2013-08-01,218.0,Completed,2004-04-26,9.264887063655031,3384,10612-18T,Workflow Management,2004-04-26,62.27
209439-01T,MGC Diagnostics,mgc diagnostics,Merger/Acquisition,,,2022-12-28,170.0,Completed,2017-12-28,4.999315537303217,1826,97815-07T,MGC Diagnostics,2017-12-28,62.1
199966-33T,American Plastics,american plastics,Merger/Acquisition,,,2022-07-20,,Completed,2017-07-21,4.996577686516085,1825,87684-67T,American Plastics,2017-07-21,62.0
110282-95T,American Civil Constructors,american civil constructors,Merger/Acquisition,,,2018-09-25,365.5,Completed,2009-02-02,9.64271047227926,3522,11691-46T,American Civil Constructors,2009-02-02,61.3
265430-62T,American Civil Constructors,american civil constructors,Merger/Acquisition,Corporate Divestiture,,2024-06-01,,Completed,2009-02-02,15.326488706365502,5598,11691-46T,American Civil Constructors,2009-02-02,61.3
16583-77T,National Picture & Frame,national picture & frame,Merger/Acquisition,,,2000-11-01,,Completed,1997-10-10,3.060917180013689,1118,16582-96T,National Picture & Frame,1997-10-10,59.6
88011-10T,Must Have Perennials,must have perennials,Merger/Acquisition,,,2018-01-01,,Completed,2007-03-30,10.759753593429158,3930,63587-71T,Must Have Perennials,2007-03-30,58.77
212345-65T,Enesco,enesco,Merger/Acquisition,,,2023-01-06,,Completed,2007-02-15,15.890485968514716,5804,10572-85T,Enesco,2007-02-15,56.74
54262-09T,Acme Electric,acme electric,Merger/Acquisition,,,2015-01-21,67.4,Completed,2000-11-22,14.16290212183436,5173,11089-72T,Acme Electric,2000-11-22,56.7
274730-32T,Kellstrom Aerospace,kellstrom aerospace,Merger/Acquisition,,,2024-12-03,188.9,Completed,2002-07-17,22.38193018480493,8175,16231-33T,Kellstrom Aerospace,2002-07-17,55.0
79829-65T,Revitas,revitas,Merger/Acquisition,,,2017-01-05,52.8,Completed,2009-06-25,7.531827515400411,2751,15710-59T,Revitas,2009-06-25,55.0
10711-09T,United States Exploration,united states exploration,Merger/Acquisition,,,2006-04-04,411.0,Completed,2003-09-25,2.524298425735797,922,10711-00T,United States Exploration,2003-09-25,53.3
71452-63T,Escalate Retail,escalate retail,Merger/Acquisition,Corporate Divestiture,,2011-02-02,,Completed,2005-05-13,5.724845995893224,2091,10439-20T,Escalate Retail,2005-05-13,52.3
68872-60T,EXL Landa,exl landa,Merger/Acquisition,Corporate Divestiture,,2012-10-15,38.0,Completed,2004-04-27,8.46817248459959,3093,10609-75T,EXL Landa,2004-04-27,50.0
257516-92T,Hibbett Sports,hibbett sports,Merger/Acquisition,,,2024-04-27,1077.0,Completed,1995-01-01,29.319644079397673,10709,16246-18T,Hibbett Sports,1995-01-01,50.0
79765-21T,GTL Resources,gtl resources,Merger/Acquisition,,,2014-06-03,,Completed,2012-01-17,2.3764544832306638,868,28369-27T,GTL Resources,2012-01-17,49.55
87382-81T,Comverge,comverge,Merger/Acquisition,,,2017-06-01,100.01,Completed,2012-05-16,5.04312114989733,1842,20988-64T,Comverge,2012-05-16,49.0
70767-10T,Business Resource Group,business resource group,Merger/Acquisition,,,2015-10-01,,Completed,2000-08-16,15.123887748117728,5524,13601-35T,Business Resource Group,2000-08-16,48.6
71277-94T,Business Resource Group,business resource group,Merger/Acquisition,,,2016-07-05,,Completed,2000-08-16,15.885010266940451,5802,13601-35T,Business Resource Group,2000-08-16,48.6
28171-54T,PrecisionIR,precisionir,Merger/Acquisition,,,2013-08-22,50.14,Completed,2006-08-15,7.019849418206708,2564,10751-77T,PrecisionIR,2006-08-15,48.19
99156-61T,Southeastern Trust,southeastern trust,Merger/Acquisition,Corporate Divestiture,,2018-06-01,,Completed,2015-11-02,2.5790554414784395,942,47467-45T,Southeastern Trust,2015-11-02,47.1
126652-42T,Vermont Teddy Bear,vermont teddy bear,Merger/Acquisition,,,2019-07-01,,Completed,2005-09-30,13.749486652977414,5022,10765-18T,Vermont Teddy Bear,2005-09-30,47.0
273133-36T,Vermont Teddy Bear,vermont teddy bear,Merger/Acquisition,,,2024-04-08,,Completed,2005-09-30,18.521560574948666,6765,10765-18T,Vermont Teddy Bear,2005-09-30,47.0
245738-44T,Mitchell Gold + Bob Williams,mitchell gold + bob williams,Merger/Acquisition,,,2023-11-15,,Completed,2003-04-29,20.54757015742642,7505,10606-87T,Mitchell Gold + Bob Williams,2003-04-29,46.0
97631-92T,HG Holdings (PINX: STLY),hg holdings (pinx: stly),Merger/Acquisition,,,2018-03-02,18.4,Completed,1989-01-18,29.117043121149898,10635,16718-05T,HG Holdings (PINX: STLY),1989-01-18,45.3
193350-79T,Cyalume Technologies,cyalume technologies,Merger/Acquisition,,,2022-05-04,35.0,Completed,2017-09-08,4.65160848733744,1699,92401-48T,Cyalume Technologies,2017-09-08,45.0
86995-90T,BWC Terminals,bwc terminals,Merger/Acquisition,,,2013-12-10,60.0,Completed,2012-10-10,1.1663244353182751,426,21783-34T,BWC Terminals,2012-10-10,44.1
25795-27T,Reinhold Industries,reinhold industries,Merger/Acquisition,,,2013-05-31,133.0,Completed,2007-01-10,6.3874058863791925,2333,10493-92T,Reinhold Industries,2007-01-10,43.82
118870-21T,CPAC,cpac,Merger/Acquisition,,,2013-09-10,,Completed,2007-04-13,6.412046543463381,2342,76778-83T,CPAC,2007-04-13,42.8
17666-20T,Cypress Communications,cypress communications,Merger/Acquisition,,,2011-01-14,,Completed,2005-06-30,5.541409993155373,2024,10009-72T,Cypress Communications,2005-06-30,41.5
250367-23T,National Security Group,national security group,Merger/Acquisition,,,2024-10-01,,Completed,2022-06-30,2.2559890485968515,824,187331-23T,National Security Group,2022-06-30,41.4
11182-24T,Technisource,technisource,Merger/Acquisition,,,2007-12-03,140.0,Completed,2002-07-23,5.363449691991787,1959,10506-79T,Technisource,2002-07-23,40.64
31331-53T,EF Johnson Technologies,ef johnson technologies,Merger/Acquisition,,,2014-03-24,,Completed,2010-08-13,3.6112251882272415,1319,16640-20T,EF Johnson Technologies,2010-08-13,40.0
83800-45T,Borders Group,borders group,Merger/Acquisition,,,2012-01-01,13.9,Completed,2007-07-09,4.48186173853525,1637,11490-40T,Borders Group,2007-07-09,39.95
16832-62T,Cobalt Group (Washington),cobalt group (washington),Merger/Acquisition,,,2010-08-16,400.0,Completed,2001-11-13,8.75564681724846,3198,11349-82T,Cobalt Group (Washington),2001-11-13,38.47
267807-88T,Trukera Medical,trukera medical,Merger/Acquisition,,,2024-07-19,24.0,Completed,2020-07-09,4.027378507871321,1471,136285-03T,Trukera Medical,2020-07-09,37.98
21434-14T,MTS Medication Technologies,mts medication technologies,Merger/Acquisition,,,2012-05-21,156.0,Completed,2009-12-22,2.412046543463381,881,15911-47T,MTS Medication Technologies,2009-12-22,37.69
128980-36T,Dialogic,dialogic,Merger/Acquisition,,,2019-12-31,48.9,Completed,2014-11-24,5.100616016427105,1863,38333-98T,Dialogic,2014-11-24,35.3
70208-29T,Warrantech,warrantech,Merger/Acquisition,,,2010-08-26,10.5,Completed,2007-01-31,3.567419575633128,1303,10365-13T,Warrantech,2007-01-31,35.0
11247-04T,Personnel Management,personnel management,Merger/Acquisition,,,2008-04-30,17.0,Completed,1998-08-31,9.664613278576317,3530,11246-95T,Personnel Management,1998-08-31,34.7
10916-38T,Viziqor Solutions,viziqor solutions,Merger/Acquisition,,,2005-12-07,2.0,Completed,2004-10-19,1.1334702258726899,414,10720-81T,Viziqor Solutions,2004-10-19,33.4
172644-67T,Convey Health Solutions,convey health solutions,IPO,,,2021-06-16,186.67,Completed,2009-07-23,11.898699520876113,4346,15713-65T,Convey Health Solutions,2009-07-23,33.0
44483-95T,Peerless Industrial Group,peerless industrial group,Merger/Acquisition,,,2014-08-20,120.0,Completed,1997-05-16,17.2621492128679,6305,11489-68T,Peerless Industrial Group,1997-05-16,31.0
47532-34T,ProBuild,probuild,Merger/Acquisition,,,2015-07-31,1630.0,Completed,1997-03-26,18.34633812457221,6701,44079-85T,ProBuild,1997-03-26,30.16
48791-98T,Consona (MTMS),consona (mtms),Merger of Equals,,,2012-08-07,,Completed,2003-08-07,9.00205338809035,3288,13617-55T,Consona (MTMS),2003-08-07,30.0
65217-43T,Max & Erma's Restaurants,max & erma's restaurants,Merger/Acquisition,Corporate Divestiture,,2016-01-25,,Completed,2010-09-15,5.360711841204655,1958,16882-30T,Max & Erma's Restaurants,2010-09-15,28.0
88557-40T,Whitehall Jewelers,whitehall jewelers,Merger/Acquisition,Distressed Acquisition,,2009-09-16,,Completed,2006-03-17,3.5017111567419574,1279,11493-91T,Whitehall Jewelers,2006-03-17,27.3
10623-07T,Catalyst International,catalyst international,Merger/Acquisition,,,2007-09-11,,Completed,2004-09-08,3.0061601642710474,1098,10070-11T,Catalyst International,2004-09-08,26.0
35739-37T,Jaggaer,jaggaer,IPO,,,2010-09-24,57.0,Completed,2004-04-18,6.433949349760438,2350,35932-96T,Jaggaer,2004-04-18,25.3
107634-79T,Jillian's Entertainment Holdings,jillian's entertainment holdings,Merger/Acquisition,Distressed Acquisition,,2004-05-24,45.74,Completed,1997-07-26,6.828199863107461,2494,107622-19T,Jillian's Entertainment Holdings,1997-07-26,25.0
11307-70T,Wire One Communication (NAS: ACUC),wire one communication (nas: acuc),Merger/Acquisition,,,2008-06-02,,Completed,2003-09-24,4.689938398357289,1713,10693-99T,Wire One Communication (NAS: ACUC),2003-09-24,24.0
