Entry_DealID,Entry_Company,Entry_DealDate,Entry_DealSize,Exit_DealID,Exit_Company,Exit_DealDate,Exit_DealSize,HasBothDates,HasBothSizes,EligibleForIRR,HoldingYears,IRR_XIRR,TotalDistributions,TotalGains,Exit_DealType,Exit_DealType2,Exit_DealType3,EntryYear
11402-29T,Industrial Distribution Group,2008-08-06,136.0,37721-35T,Industrial Distribution Group,2014-09-18,,True,False,False,6.116358658453114,,,,Merger/Acquisition,,,2008
17923-33T,RAE Systems,2011-06-11,134.0,25568-47T,RAE Systems,2013-06-04,340.0,True,True,True,1.9822039698836413,0.5995664064439794,0.0,340.0,Merger/Acquisition,,,2011
10521-28T,Knape & Vogt Manufacturing,2006-07-28,133.24,272413-72T,Knape & Vogt Manufacturing,2024-02-01,,True,False,False,17.51403148528405,,,,Merger/Acquisition,,,2006
10205-47T,Agiliti Health,1998-02-26,133.0,113040-19T,Agiliti Health,2021-04-26,368.42,True,True,True,23.16221765913758,0.04497048437557015,0.0,368.42,IPO,,,1998
10733-41T,Varsity Spirit,2003-04-23,130.9,19644-31T,Varsity Spirit,2011-07-31,,True,False,False,8.271047227926077,,,,Merger/Acquisition,,,2003
15720-04T,At Home Group,1999-12-23,128.59,56923-48T,At Home Group,2016-08-04,130.01,True,True,True,16.61601642710472,0.0006611664421184715,0.0,130.01,IPO,,,1999
18005-05T,Answers.com,2011-04-14,127.0,194979-70T,Answers.com,2022-05-04,4.63,True,True,True,11.055441478439425,-0.25884627133905896,0.0,4.63,Merger/Acquisition,Acquisition Financing,,2011
16746-49T,Alloy Media Marketing,2010-11-09,126.3,88569-10T,Alloy Media Marketing,2012-06-11,,True,False,False,1.5879534565366187,,,,Merger/Acquisition,,,2010
16141-51T,Harris Healthcare,2010-03-18,126.0,26308-72T,Harris Healthcare,2013-06-04,,True,False,False,3.2142368240930868,,,,Merger/Acquisition,,,2010
15685-84T,Entrust (Plano),2009-07-28,123.1,30335-86T,Entrust (Plano),2013-12-31,,True,False,False,4.427104722792608,,,,Merger/Acquisition,,,2009
16689-61T,OMNI Energy Services,2010-10-27,122.0,22479-13T,OMNI Energy Services,2012-10-31,439.7,True,True,True,2.0123203285420943,0.8910100544256165,0.0,439.7,Merger/Acquisition,,,2010
73736-02T,Sizmek,2016-09-01,122.0,124925-14T,Sizmek,2019-06-01,,True,False,False,2.746064339493498,,,,Merger/Acquisition,,,2016
25936-30T,Theragenics,2013-10-29,121.5,214826-14T,Theragenics,2022-07-01,,True,False,False,8.670773442847365,,,,Merger/Acquisition,,,2013
10043-74T,Autocam,2000-02-07,118.33,35860-78T,Autocam,2014-08-29,288.55,True,True,True,14.557152635181383,0.0631475422487797,0.0,288.55,Merger/Acquisition,,,2000
10669-96T,Jenny Craig,2002-05-22,115.0,10671-58T,Jenny Craig,2006-09-30,600.0,True,True,True,4.358658453114305,0.4608451470851691,0.0,600.0,Merger/Acquisition,,,2002
10747-45T,Concorde Career Colleges,2006-09-01,114.5,193426-39T,Concorde Career Colleges,2022-12-01,50.0,True,True,True,16.249144421629023,-0.049712520983815255,0.0,50.0,Merger/Acquisition,,,2006
11098-18T,Thousand Trails,2003-07-23,113.0,11098-36T,Thousand Trails,2005-05-01,,True,False,False,1.7741273100616017,,,,Merger/Acquisition,,,2003
102443-23T,Bravo Brio Restaurants,2018-05-24,112.9,138134-62T,Bravo Brio Restaurants,2020-06-11,30.0,True,True,True,2.0506502395619437,-0.4760113694420648,0.0,30.0,Merger/Acquisition,,,2018
10751-41T,Collins Industries,2007-02-01,110.0,40522-60T,Collins Industries,2010-01-01,,True,False,False,2.915811088295688,,,,Merger/Acquisition,,,2007
17800-30T,United Auto Credit,2011-02-25,110.0,181676-08T,United Auto Credit,2022-02-01,315.4,True,True,True,10.934976043805612,0.10112187763171926,0.0,315.4,Merger/Acquisition,,,2011
29708-74T,Radial (BPO/Outsource Services),2014-01-06,109.0,95473-00T,Radial (BPO/Outsource Services),2017-11-16,820.0,True,True,True,3.8603696098562628,0.6866369790410506,0.0,820.0,Merger/Acquisition,,,2014
11353-96T,Loring Ward International,2009-01-23,108.6,112293-19T,Loring Ward International,2018-11-30,235.0,True,True,True,9.850787132101301,0.08151263850615732,0.0,235.0,Merger/Acquisition,,,2009
10498-24T,Printronix,2008-01-08,108.0,86825-71T,Printronix,2013-01-10,,True,False,False,5.007529089664613,,,,Merger/Acquisition,,,2008
16686-01T,Teletrac,2010-06-03,106.9,27662-68T,Teletrac,2013-08-02,,True,False,False,3.164955509924709,,,,Merger/Acquisition,,,2010
25586-11T,ICG Communications,2004-10-18,106.0,26263-36T,ICG Communications,2006-05-31,163.0,True,True,True,1.6153319644079398,0.30524628705198253,0.0,163.0,Merger/Acquisition,,,2004
10221-85T,Network Solutions,2003-11-25,100.0,18888-04T,Network Solutions,2011-10-27,560.9,True,True,True,7.920602327173169,0.2432230450198677,0.0,560.9,Merger/Acquisition,,,2003
22383-28T,Stellantis Financial Services (Consumer Finance),2012-11-01,100.0,179402-05T,Stellantis Financial Services (Consumer Finance),2021-11-01,289.0,True,True,True,8.999315537303216,0.12516124873119425,0.0,289.0,Merger/Acquisition,,,2012
99641-35T,Wilsons Leather,1987-01-01,99.3,11529-28T,Wilsons Leather,2008-07-08,25.1,True,True,True,21.516769336071185,-0.061916699472069806,0.0,25.1,Merger/Acquisition,Public to Private,,1987
18007-03T,Silverleaf Resorts,2011-05-18,94.4,50589-37T,Silverleaf Resorts,2015-05-20,,True,False,False,4.005475701574264,,,,Merger/Acquisition,,,2011
34489-72T,Andros (Devices and Supplies) (NAS: ANDY),1996-05-14,92.62,82645-57T,Andros (Devices and Supplies) (NAS: ANDY),2007-05-04,,True,False,False,10.97056810403833,,,,Merger/Acquisition,Corporate Divestiture,,1996
112709-98T,Galaxy Cablevision,1995-09-06,92.0,94598-20T,Galaxy Cablevision,2010-05-24,,True,False,False,14.713210130047912,,,,Merger/Acquisition,,,1995
17469-55T,Ulticom,2010-12-03,90.0,44406-46T,Ulticom,2015-01-16,20.0,True,True,True,4.120465434633813,-0.30582146219291784,0.0,20.0,Merger/Acquisition,,,2010
10902-88T,Bertucci's,1998-06-21,87.46,106556-50T,Bertucci's,2018-06-05,20.0,True,True,True,19.956194387405887,-0.07126751034557827,0.0,20.0,Merger/Acquisition,,,1998
10705-06T,BI Incorporated,2000-10-04,85.0,17776-63T,BI Incorporated,2011-02-10,415.0,True,True,True,10.351813826146476,0.16552759792892924,0.0,415.0,Merger/Acquisition,,,2000
52780-87T,Firstmark (Chatsworth),2015-07-01,84.0,111878-65T,Firstmark (Chatsworth),2018-11-26,97.4,True,True,True,3.405886379192334,0.0444150244446184,0.0,97.4,Merger/Acquisition,Corporate Divestiture,,2015
23879-89T,Maynard Oil,2002-07-01,83.0,23881-06T,Maynard Oil,2003-12-01,,True,False,False,1.4182067077344285,,,,Merger/Acquisition,Corporate Divestiture,,2002
17752-60T,Matrixx Initiatives,2011-02-18,82.25,160371-37T,Matrixx Initiatives,2020-12-01,532.7,True,True,True,9.78507871321013,0.2103660574654216,0.0,532.7,Merger/Acquisition,,,2011
99645-49T,Connecture,2018-04-26,81.26,126917-65T,Connecture,2019-10-07,,True,False,False,1.4483230663928817,,,,Merger/Acquisition,,,2018
10033-30T,Il Fornaio,2001-07-16,81.0,22817-98T,Il Fornaio,2012-09-13,,True,False,False,11.162217659137577,,,,Merger/Acquisition,,,2001
16742-71T,Anchor Glass Container,2002-08-30,80.0,22163-05T,Anchor Glass Container,2012-08-20,880.0,True,True,True,9.973990417522245,0.2717766199278705,0.0,880.0,Merger/Acquisition,,,2002
10819-18T,Optimum,2003-02-12,80.0,50426-29T,Optimum,2015-12-20,9100.0,True,True,True,12.851471594798083,0.44536620996627196,0.0,9100.0,Merger/Acquisition,,,2003
61545-79T,Kana Software,2009-12-23,77.48,61545-88T,Kana Software,2014-02-04,541.68,True,True,True,4.117727583846681,0.6036211054685708,0.0,541.68,Merger/Acquisition,,,2009
10520-83T,Morton Industrial Group,2006-08-25,76.6,15620-50T,Morton Industrial Group,2009-06-26,33.0,True,True,True,2.836413415468857,-0.2568707732877986,0.0,33.0,Merger/Acquisition,,,2006
32657-95T,DivX,2014-03-31,75.0,44183-80T,DivX,2015-01-05,62.5,True,True,True,0.7665982203969883,-0.21166484768708974,0.0,62.5,Merger/Acquisition,,,2014
12791-26T,Planvista.,2008-10-01,75.0,66292-12T,Planvista.,2016-02-29,460.0,True,True,True,7.411362080766598,0.2772687732087409,0.0,460.0,Merger/Acquisition,,,2008
10128-07T,Zomax,2006-12-01,72.0,64592-38T,Zomax,2009-01-08,,True,False,False,2.105407255304586,,,,Merger/Acquisition,,,2006
10193-86T,The Hillman Group (NAS: HLMN),2001-09-27,71.48,165057-58T,The Hillman Group (NAS: HLMN),2021-07-14,1485.0,True,True,True,19.794661190965094,0.1656293328764217,0.0,1485.0,Reverse Merger,,,2001
10738-81T,Morton's Restaurant Group,2002-07-25,71.22,12025-27T,Morton's Restaurant Group,2006-02-09,160.91,True,True,True,3.5455167693360714,0.25845897140646856,0.0,160.91,IPO,,,2002
16016-86T,Celsis International,2009-10-09,70.51,53233-84T,Celsis International,2015-07-24,331.61,True,True,True,5.7878165639972625,0.30668552598672577,0.0,331.61,Merger/Acquisition,,,2009
16648-21T,Allied Vaughn,1998-09-25,68.1,16648-84T,Allied Vaughn,2001-01-19,25.0,True,True,True,2.31895961670089,-0.3508776376546139,0.0,25.0,Merger/Acquisition,,,1998
84217-51T,Frederick's of Hollywood,1997-09-30,67.4,48778-48T,Frederick's of Hollywood,2007-01-01,,True,False,False,9.253935660506503,,,,Reverse Merger,,,1997
17216-38T,Simplicity Creative Group,2000-03-06,66.11,96747-58T,Simplicity Creative Group,2017-11-03,73.03,True,True,True,17.661875427789184,0.005652365612294249,0.0,73.03,Merger/Acquisition,Corporate Divestiture,,2000
10871-02T,Manatron,2008-04-01,66.0,18556-66T,Manatron,2011-07-18,265.0,True,True,True,3.293634496919918,0.5250832233017015,0.0,265.0,Merger/Acquisition,,,2008
17929-90T,Global Capacity,2010-12-14,65.0,89704-99T,Global Capacity,2017-09-18,104.0,True,True,True,6.76249144421629,0.07197372149635506,0.0,104.0,Merger/Acquisition,,,2010
10457-38T,TA Dedicated,2006-02-28,65.0,34363-72T,TA Dedicated,2014-07-03,164.2,True,True,True,8.342231348391513,0.11749004455057929,0.0,164.2,Merger/Acquisition,,,2006
20593-18T,SeraCare,2012-04-20,63.9,267387-49T,SeraCare,2023-03-01,,True,False,False,10.861054072553046,,,,Merger/Acquisition,Corporate Divestiture,,2012
10612-18T,Workflow Management,2004-04-26,62.27,29454-13T,Workflow Management,2013-08-01,218.0,True,True,True,9.264887063655031,0.14481545619099595,0.0,218.0,Merger/Acquisition,,,2004
97815-07T,MGC Diagnostics,2017-12-28,62.1,209439-01T,MGC Diagnostics,2022-12-28,170.0,True,True,True,4.999315537303217,0.2231604782613401,0.0,170.0,Merger/Acquisition,,,2017
87684-67T,American Plastics,2017-07-21,62.0,199966-33T,American Plastics,2022-07-20,,True,False,False,4.996577686516085,,,,Merger/Acquisition,,,2017
11691-46T,American Civil Constructors,2009-02-02,61.3,110282-95T,American Civil Constructors,2018-09-25,365.5,True,True,True,9.64271047227926,0.20341623271172976,0.0,365.5,Merger/Acquisition,,,2009
16582-96T,National Picture & Frame,1997-10-10,59.6,16583-77T,National Picture & Frame,2000-11-01,,True,False,False,3.060917180013689,,,,Merger/Acquisition,,,1997
63587-71T,Must Have Perennials,2007-03-30,58.77,88011-10T,Must Have Perennials,2018-01-01,,True,False,False,10.759753593429158,,,,Merger/Acquisition,,,2007
10572-85T,Enesco,2007-02-15,56.74,212345-65T,Enesco,2023-01-06,,True,False,False,15.890485968514716,,,,Merger/Acquisition,,,2007
11089-72T,Acme Electric,2000-11-22,56.7,54262-09T,Acme Electric,2015-01-21,67.4,True,True,True,14.16290212183436,0.012280684582304824,0.0,67.4,Merger/Acquisition,,,2000
16231-33T,Kellstrom Aerospace,2002-07-17,55.0,274730-32T,Kellstrom Aerospace,2024-12-03,188.9,True,True,True,22.38193018480493,0.0566764998657625,0.0,188.9,Merger/Acquisition,,,2002
15710-59T,Revitas,2009-06-25,55.0,79829-65T,Revitas,2017-01-05,52.8,True,True,True,7.531827515400411,-0.005405270873143452,0.0,52.8,Merger/Acquisition,,,2009
10711-00T,United States Exploration,2003-09-25,53.3,10711-09T,United States Exploration,2006-04-04,411.0,True,True,True,2.524298425735797,1.2461055720587126,0.0,411.0,Merger/Acquisition,,,2003
10439-20T,Escalate Retail,2005-05-13,52.3,71452-63T,Escalate Retail,2011-02-02,,True,False,False,5.724845995893224,,,,Merger/Acquisition,Corporate Divestiture,,2005
10609-75T,EXL Landa,2004-04-27,50.0,68872-60T,EXL Landa,2012-10-15,38.0,True,True,True,8.46817248459959,-0.03188852365417077,0.0,38.0,Merger/Acquisition,Corporate Divestiture,,2004
16246-18T,Hibbett Sports,1995-01-01,50.0,257516-92T,Hibbett Sports,2024-04-27,1077.0,True,True,True,29.319644079397673,0.11038293612307326,0.0,1077.0,Merger/Acquisition,,,1995
28369-27T,GTL Resources,2012-01-17,49.55,79765-21T,GTL Resources,2014-06-03,,True,False,False,2.3764544832306638,,,,Merger/Acquisition,,,2012
20988-64T,Comverge,2012-05-16,49.0,87382-81T,Comverge,2017-06-01,100.01,True,True,True,5.04312114989733,0.15196583827359503,0.0,100.01,Merger/Acquisition,,,2012
13601-35T,Business Resource Group,2000-08-16,48.6,70767-10T,Business Resource Group,2015-10-01,,True,False,False,15.123887748117728,,,,Merger/Acquisition,,,2000
10751-77T,PrecisionIR,2006-08-15,48.19,28171-54T,PrecisionIR,2013-08-22,50.14,True,True,True,7.019849418206708,0.0056667668023110546,0.0,50.14,Merger/Acquisition,,,2006
47467-45T,Southeastern Trust,2015-11-02,47.1,99156-61T,Southeastern Trust,2018-06-01,,True,False,False,2.5790554414784395,,,,Merger/Acquisition,Corporate Divestiture,,2015
10765-18T,Vermont Teddy Bear,2005-09-30,47.0,126652-42T,Vermont Teddy Bear,2019-07-01,,True,False,False,13.749486652977414,,,,Merger/Acquisition,,,2005
10606-87T,Mitchell Gold + Bob Williams,2003-04-29,46.0,245738-44T,Mitchell Gold + Bob Williams,2023-11-15,,True,False,False,20.54757015742642,,,,Merger/Acquisition,,,2003
16718-05T,HG Holdings (PINX: STLY),1989-01-18,45.3,97631-92T,HG Holdings (PINX: STLY),2018-03-02,18.4,True,True,True,29.117043121149898,-0.03046868071258075,0.0,18.4,Merger/Acquisition,,,1989
92401-48T,Cyalume Technologies,2017-09-08,45.0,193350-79T,Cyalume Technologies,2022-05-04,35.0,True,True,True,4.65160848733744,-0.052593876385710434,0.0,35.0,Merger/Acquisition,,,2017
21783-34T,BWC Terminals,2012-10-10,44.1,86995-90T,BWC Terminals,2013-12-10,60.0,True,True,True,1.1663244353182751,0.30210042951020144,0.0,60.0,Merger/Acquisition,,,2012
10493-92T,Reinhold Industries,2007-01-10,43.82,25795-27T,Reinhold Industries,2013-05-31,133.0,True,True,True,6.3874058863791925,0.1898413570056017,0.0,133.0,Merger/Acquisition,,,2007
76778-83T,CPAC,2007-04-13,42.8,118870-21T,CPAC,2013-09-10,,True,False,False,6.412046543463381,,,,Merger/Acquisition,,,2007
10009-72T,Cypress Communications,2005-06-30,41.5,17666-20T,Cypress Communications,2011-01-14,,True,False,False,5.541409993155373,,,,Merger/Acquisition,,,2005
187331-23T,National Security Group,2022-06-30,41.4,250367-23T,National Security Group,2024-10-01,,True,False,False,2.2559890485968515,,,,Merger/Acquisition,,,2022
10506-79T,Technisource,2002-07-23,40.64,11182-24T,Technisource,2007-12-03,140.0,True,True,True,5.363449691991787,0.25937373957778875,0.0,140.0,Merger/Acquisition,,,2002
16640-20T,EF Johnson Technologies,2010-08-13,40.0,31331-53T,EF Johnson Technologies,2014-03-24,,True,False,False,3.6112251882272415,,,,Merger/Acquisition,,,2010
11490-40T,Borders Group,2007-07-09,39.95,83800-45T,Borders Group,2012-01-01,13.9,True,True,True,4.48186173853525,-0.20987042053861443,0.0,13.9,Merger/Acquisition,,,2007
11349-82T,Cobalt Group (Washington),2001-11-13,38.47,16832-62T,Cobalt Group (Washington),2010-08-16,400.0,True,True,True,8.75564681724846,0.3066115961311452,0.0,400.0,Merger/Acquisition,,,2001
136285-03T,Trukera Medical,2020-07-09,37.98,267807-88T,Trukera Medical,2024-07-19,24.0,True,True,True,4.027378507871321,-0.10771650482846878,0.0,24.0,Merger/Acquisition,,,2020
15911-47T,MTS Medication Technologies,2009-12-22,37.69,21434-14T,MTS Medication Technologies,2012-05-21,156.0,True,True,True,2.412046543463381,0.8020103416815558,0.0,156.0,Merger/Acquisition,,,2009
38333-98T,Dialogic,2014-11-24,35.3,128980-36T,Dialogic,2019-12-31,48.9,True,True,True,5.100616016427105,0.06597849461126971,0.0,48.9,Merger/Acquisition,,,2014
10365-13T,Warrantech,2007-01-31,35.0,70208-29T,Warrantech,2010-08-26,10.5,True,True,True,3.567419575633128,-0.2864417641787882,0.0,10.5,Merger/Acquisition,,,2007
11246-95T,Personnel Management,1998-08-31,34.7,11247-04T,Personnel Management,2008-04-30,17.0,True,True,True,9.664613278576317,-0.07116925994495986,0.0,17.0,Merger/Acquisition,,,1998
10720-81T,Viziqor Solutions,2004-10-19,33.4,10916-38T,Viziqor Solutions,2005-12-07,2.0,True,True,True,1.1334702258726899,-0.9165814141022581,0.0,2.0,Merger/Acquisition,,,2004
15713-65T,Convey Health Solutions,2009-07-23,33.0,172644-67T,Convey Health Solutions,2021-06-16,186.67,True,True,True,11.898699520876113,0.15677074698889842,0.0,186.67,IPO,,,2009
11489-68T,Peerless Industrial Group,1997-05-16,31.0,44483-95T,Peerless Industrial Group,2014-08-20,120.0,True,True,True,17.2621492128679,0.08156472030215878,0.0,120.0,Merger/Acquisition,,,1997
44079-85T,ProBuild,1997-03-26,30.16,47532-34T,ProBuild,2015-07-31,1630.0,True,True,True,18.34633812457221,0.2429308915895962,0.0,1630.0,Merger/Acquisition,,,1997
13617-55T,Consona (MTMS),2003-08-07,30.0,48791-98T,Consona (MTMS),2012-08-07,,True,False,False,9.00205338809035,,,,Merger of Equals,,,2003
16882-30T,Max & Erma's Restaurants,2010-09-15,28.0,65217-43T,Max & Erma's Restaurants,2016-01-25,,True,False,False,5.360711841204655,,,,Merger/Acquisition,Corporate Divestiture,,2010
11493-91T,Whitehall Jewelers,2006-03-17,27.3,88557-40T,Whitehall Jewelers,2009-09-16,,True,False,False,3.5017111567419574,,,,Merger/Acquisition,Distressed Acquisition,,2006
10070-11T,Catalyst International,2004-09-08,26.0,10623-07T,Catalyst International,2007-09-11,,True,False,False,3.0061601642710474,,,,Merger/Acquisition,,,2004
35932-96T,Jaggaer,2004-04-18,25.3,35739-37T,Jaggaer,2010-09-24,57.0,True,True,True,6.433949349760438,0.13455885587506608,0.0,57.0,IPO,,,2004
107622-19T,Jillian's Entertainment Holdings,1997-07-26,25.0,107634-79T,Jillian's Entertainment Holdings,2004-05-24,45.74,True,True,True,6.828199863107461,0.09250252055897583,0.0,45.74,Merger/Acquisition,Distressed Acquisition,,1997
10693-99T,Wire One Communication (NAS: ACUC),2003-09-24,24.0,11307-70T,Wire One Communication (NAS: ACUC),2008-06-02,,True,False,False,4.689938398357289,,,,Merger/Acquisition,,,2003
11706-94T,Sheldahl,2002-10-01,20.0,11707-03T,Sheldahl,2004-08-16,,True,False,False,1.8754277891854894,,,,Merger/Acquisition,,,2002
60010-21T,OpSec Security,2016-01-12,18.09,221286-97T,OpSec Security,2024-05-03,269.8,True,True,True,8.306639288158795,0.3844745652049759,0.0,269.8,Merger/Acquisition,,,2016
16668-46T,Deltak,1990-05-03,18.0,49973-23T,Deltak,2011-08-31,31.0,True,True,True,21.32785763175907,0.02581612602362442,0.0,31.0,Merger/Acquisition,Corporate Divestiture,,1990
15580-00T,Designatronics,1995-09-01,17.91,67713-94T,Designatronics,2015-09-01,,True,False,False,20.0,,,,Merger/Acquisition,,,1995
46443-07T,Pulse Electronics,2015-04-13,17.0,106232-41T,Pulse Electronics,2018-12-01,740.0,True,True,True,3.6358658453114305,1.823104606757571,0.0,740.0,Merger/Acquisition,,,2015
21421-54T,Frederick's of Hollywood,2014-06-04,16.73,113814-64T,Frederick's of Hollywood,2018-11-15,18.2,True,True,True,4.4490075290896645,0.01910993423540754,0.0,18.2,Merger/Acquisition,Corporate Divestiture,,2014
81800-29T,Violin Systems,2017-01-30,15.0,158459-68T,Violin Systems,2020-10-29,,True,False,False,3.7453798767967146,,,,Merger/Acquisition,,,2017
21084-67T,First Charter Bank,2001-10-02,14.22,21790-45T,First Charter Bank,2008-06-09,1100.0,True,True,True,6.685831622176591,0.9162931964103279,0.0,1100.0,Merger/Acquisition,Corporate Divestiture,,2001
16475-05T,"The Orchard (Movies, Music and Entertainment)",2010-07-29,13.0,47057-86T,"The Orchard (Movies, Music and Entertainment)",2012-03-05,,True,False,False,1.6016427104722792,,,,Merger/Acquisition,,,2010
104374-54T,HCC Industries,1989-10-24,11.0,104389-30T,HCC Industries,2005-10-10,162.0,True,True,True,15.961670088980151,0.18354006483733795,0.0,162.0,Merger/Acquisition,Distressed Acquisition,,1989
17494-75T,American Homepatient,2010-10-13,9.1,59900-14T,American Homepatient,2016-02-02,,True,False,False,5.305954825462012,,,,Merger/Acquisition,,,2010
74809-45T,Razorfish Global,2003-02-28,8.5,74809-63T,Razorfish Global,2004-06-27,160.0,True,True,True,1.3278576317590691,8.119439932900244,0.0,160.0,Merger/Acquisition,,,2003
23143-15T,UST-Aldetec Group,2004-04-30,8.0,167758-66T,UST-Aldetec Group,2020-03-01,,True,False,False,15.835728952772074,,,,Merger/Acquisition,,,2004
10040-59T,Seven Worldwide,2003-08-04,7.78,10633-33T,Seven Worldwide,2005-01-31,191.0,True,True,True,1.4948665297741273,7.509124363222939,0.0,191.0,Merger/Acquisition,,,2003
100919-44T,Arizona Instrument,2000-06-27,7.0,100920-25T,Arizona Instrument,2018-02-01,38.0,True,True,True,17.598904859685145,0.10089549651775627,0.0,38.0,Merger/Acquisition,,,2000
35559-73T,ITA Holdings,2005-12-05,7.0,36000-64T,ITA Holdings,2014-08-12,171.0,True,True,True,8.684462696783026,0.4448205997496696,0.0,171.0,Merger/Acquisition,,,2005
160992-91T,Stein Mart,2020-11-23,6.02,303042-34T,Stein Mart,2025-07-31,,True,False,False,4.684462696783025,,,,Merger/Acquisition,,,2020
10644-67T,Monarch Machine Tool,2003-10-08,3.5,273774-52T,Monarch Machine Tool,2022-07-01,,True,False,False,18.729637234770706,,,,Merger/Acquisition,,,2003
10327-78T,Lincoln Snacks,2001-10-15,3.07,10605-88T,Lincoln Snacks,2007-09-05,50.0,True,True,True,5.88911704312115,0.6061080434316877,0.0,50.0,Merger/Acquisition,,,2001
22818-88T,Epolin Chemicals,2012-06-13,2.7,138589-57T,Epolin Chemicals,2020-06-22,,True,False,False,8.02464065708419,,,,Merger/Acquisition,,,2012
79657-57T,Slyce,2017-01-10,2.11,159112-09T,Slyce,2020-01-01,,True,False,False,2.973305954825462,,,,Merger/Acquisition,,,2017
11443-69T,Cape Systems Group,2005-01-13,2.0,28478-62T,Cape Systems Group,2013-09-05,,True,False,False,8.643394934976044,,,,Merger/Acquisition,Corporate Divestiture,,2005
13496-41T,Pameco Corporation,2001-05-29,1.4,13497-58T,Pameco Corporation,2003-04-23,,True,False,False,1.9000684462696784,,,,Merger/Acquisition,,,2001
76396-78T,Abatix,2012-09-25,,200305-63T,Abatix,2021-12-01,,True,False,False,9.182751540041068,,,,Merger/Acquisition,,,2012
11126-62T,Anchor Glass Container,2006-05-01,,22163-05T,Anchor Glass Container,2012-08-20,880.0,True,False,False,6.30527036276523,,,,Merger/Acquisition,,,2006
62296-03T,BridgeTower Media,2014-06-10,,106378-57T,BridgeTower Media,2015-12-31,35.0,True,False,False,1.5578370978781657,,,,Merger/Acquisition,,,2014
17168-77T,BrightSpring Health Services (NAS: BTSG),2010-12-22,,248608-90T,BrightSpring Health Services (NAS: BTSG),2024-01-26,693.33,True,False,False,13.095140314852841,,,,IPO,,,2010
10414-90T,Cap Rock Energy,2006-05-17,,16895-17T,Cap Rock Energy,2010-07-13,221.5,True,False,False,4.15605749486653,,,,Merger/Acquisition,,,2006
17286-04T,Color Spot Nurseries,2008-08-26,,156320-11T,Color Spot Nurseries,2018-12-21,,True,False,False,10.318959616700889,,,,Merger/Acquisition,,,2008
15784-66T,Conning,2009-10-13,,39346-84T,Conning,2015-09-18,240.0,True,False,False,5.930184804928132,,,,Merger/Acquisition,,,2009
40716-28T,dlhBOWLES,2014-12-23,,186072-94T,dlhBOWLES,2022-03-01,203.22,True,False,False,7.186858316221766,,,,Merger/Acquisition,,,2014
16086-61T,DynCorp International,1988-01-01,,16086-70T,DynCorp International,2003-03-07,950.0,True,False,False,15.178644763860369,,,,Merger/Acquisition,,,1988
77526-37T,Elevate Textiles,2016-10-24,,283989-34T,Elevate Textiles,2024-11-01,,True,False,False,8.021902806297057,,,,Merger/Acquisition,,,2016
59604-49T,eMusic.com,2001-01-01,,59604-76T,eMusic.com,2015-10-20,26.0,True,False,False,14.798083504449007,,,,Merger/Acquisition,,,2001
11978-20T,Equitrac,1999-08-06,,18440-92T,Equitrac,2011-06-15,161.95,True,False,False,11.85763175906913,,,,Merger/Acquisition,,,1999
55560-61T,ERICO International,2006-12-26,,55563-22T,ERICO International,2015-09-18,1818.1,True,False,False,8.728268309377139,,,,Merger/Acquisition,,,2006
121924-72T,Film Finances,2019-08-01,,295567-66T,Film Finances,2025-01-01,,True,False,False,5.420944558521561,,,,Merger/Acquisition,,,2019
16756-21T,Frontier Drilling,2004-01-01,,16756-39T,Frontier Drilling,2010-07-21,2756.09,True,False,False,6.551676933607118,,,,Merger/Acquisition,,,2004
15575-86T,Galaxy Nutritional Foods,2009-05-28,,99033-67T,Galaxy Nutritional Foods,2018-01-24,17.8,True,False,False,8.659822039698836,,,,Merger/Acquisition,,,2009
10713-79T,Global Signal,2002-05-21,,10713-88T,Global Signal,2004-06-03,126.0,True,False,False,2.0369609856262834,,,,IPO,,,2002
15917-50T,GPS Industries,2009-10-15,,96510-34T,GPS Industries,2017-10-31,,True,False,False,8.043805612594113,,,,Merger/Acquisition,,,2009
100595-17T,Horizon Telcom,2018-06-15,,243962-29T,Horizon Telcom,2024-04-01,416.19,True,False,False,5.796030116358659,,,,Merger/Acquisition,,,2018
13159-36T,Igloo Products,2001-10-23,,180246-79T,Igloo Products,2021-10-26,677.0,True,False,False,20.008213552361397,,,,Merger/Acquisition,,,2001
83153-62T,Insynq,2015-12-28,,127770-04T,Insynq,2019-12-04,,True,False,False,3.9342915811088295,,,,Merger/Acquisition,Corporate Divestiture,,2015
96590-35T,Integrity Music,2004-07-12,,18646-03T,Integrity Music,2011-06-01,,True,False,False,6.885694729637235,,,,Merger/Acquisition,,,2004
136997-02T,Ion Media,2007-05-04,,156634-75T,Ion Media,2021-01-07,2650.0,True,False,False,13.681040383299111,,,,Merger/Acquisition,,,2007
28041-04T,Kahala Franchising,2013-08-19,,70659-55T,Kahala Franchising,2016-07-26,310.0,True,False,False,2.9349760438056127,,,,Merger/Acquisition,,,2013
18722-53T,KCI Holdings,2011-11-04,,118552-06T,KCI Holdings,2019-10-11,4500.0,True,False,False,7.9342915811088295,,,,Merger/Acquisition,,,2011
16227-37T,Liquent,2009-12-18,,23494-51T,Liquent,2012-12-21,72.0,True,False,False,3.0088980150581794,,,,Merger/Acquisition,,,2009
39380-05T,Monkey Rock Group,2013-02-27,,243271-27T,Monkey Rock Group,2023-10-12,,True,False,False,10.620123203285422,,,,Merger/Acquisition,,,2013
