Entry_DealID,Entry_Company,Entry_DealDate,Entry_DealSize,Exit_DealID,Exit_Company,Exit_DealDate,Exit_DealSize,HasBothDates,HasBothSizes,EligibleForIRR,HoldingYears,IRR_XIRR,TotalDistributions,TotalGains,Exit_DealType,Exit_DealType2,Exit_DealType3,EntryYear
10172-89T,SS&C Technologies Holdings (NAS: SSNC),2005-11-23,942.0,16199-92T,SS&C Technologies Holdings (NAS: SSNC),2010-03-31,160.88,True,True,True,4.350444900752909,-0.33385306475701987,0.0,160.88,IPO,,,2005
156608-38T,OneSpaWorld Holdings (NAS: OSW),2015-12-09,925.0,105551-29T,OneSpaWorld Holdings (NAS: OSW),2019-03-19,300.0,True,True,True,3.274469541409993,-0.290983110558083,0.0,300.0,Reverse Merger,,,2015
10492-03T,Shopko Stores,2005-12-28,879.0,167465-89T,Shopko Stores,2020-02-01,,True,False,False,14.094455852156058,,,,Merger/Acquisition,,,2005
10523-98T,DJO Global,2006-11-03,875.0,110802-61T,DJO Global,2019-02-25,3150.0,True,True,True,12.31211498973306,0.10964316364832226,0.0,3150.0,Merger/Acquisition,,,2006
10035-73T,Ameripath,2003-03-27,839.4,10043-56T,Ameripath,2007-05-31,1215.03,True,True,True,4.177960301163586,0.09255705802475155,0.0,1215.03,Merger/Acquisition,,,2003
10217-53T,Vertrue,2007-08-16,800.0,46403-83T,Vertrue,2012-05-23,300.0,True,True,True,4.769336071184121,-0.18588464225673662,0.0,300.0,Merger/Acquisition,,,2007
155362-69T,Rosetta Stone,2020-10-15,792.0,168863-59T,Rosetta Stone,2021-03-17,,True,False,False,0.4188911704312115,,,,Merger/Acquisition,Corporate Divestiture,,2020
234588-16T,Victor Technologies,1998-06-22,790.0,31568-14T,Victor Technologies,2014-04-14,948.8,True,True,True,15.811088295687885,0.011651958102863817,0.0,948.8,Merger/Acquisition,,,1998
19569-07T,Titan Private Holdings I,2012-01-25,780.0,25144-66T,Titan Private Holdings I,2013-06-10,,True,False,False,1.374401095140315,,,,Merger/Acquisition,,,2012
46824-94T,Integrated Silicon Solution,2015-12-07,765.0,197149-15T,Integrated Silicon Solution,2019-11-01,,True,False,False,3.9014373716632442,,,,Merger/Acquisition,,,2015
10214-83T,PRA Health Sciences,2007-12-13,758.77,37380-07T,PRA Health Sciences,2014-11-13,305.58,True,True,True,6.91854893908282,-0.12318243996561132,0.0,305.58,IPO,,,2007
18260-83T,Rural Metro Fire,2011-06-30,738.0,54599-23T,Rural Metro Fire,2015-10-28,620.0,True,True,True,4.328542094455853,-0.03945084518973655,0.0,620.0,Merger/Acquisition,,,2011
29284-30T,Central Parking System,2007-05-22,728.77,20737-90T,Central Parking System,2012-10-02,149.67,True,True,True,5.366187542778919,-0.25545453594777734,0.0,149.67,Merger/Acquisition,,,2007
16529-86T,Avintiv,2011-01-11,724.0,54607-78T,Avintiv,2015-10-01,2260.0,True,True,True,4.720054757015743,0.27273552014416136,0.0,2260.0,Merger/Acquisition,,,2011
35263-63T,CommNet Cellular,1997-05-29,718.0,35263-99T,CommNet Cellular,2000-01-06,764.0,True,True,True,2.6064339493497606,0.02411105576534549,0.0,764.0,Merger/Acquisition,,,1997
16685-74T,SonicWall,2010-07-23,717.0,20860-03T,SonicWall,2012-05-09,1250.0,True,True,True,1.7960301163586585,0.3627069009280786,0.0,1250.0,Merger/Acquisition,,,2010
49301-83T,Graftech International (NYS: EAF),2015-08-17,695.3,103100-59T,Graftech International (NYS: EAF),2018-04-19,525.0,True,True,True,2.6721423682409307,-0.0998001988050465,0.0,525.0,IPO,,,2015
10814-68T,Herbalife Nutrition (NYS: HLF),2002-08-31,685.0,10814-77T,Herbalife Nutrition (NYS: HLF),2004-12-16,203.0,True,True,True,2.294318959616701,-0.41145244588696717,0.0,203.0,IPO,,,2002
15995-71T,General Chemical,2009-10-29,673.0,44610-49T,General Chemical,2014-01-23,900.0,True,True,True,4.2354551676933605,0.07103230166306529,0.0,900.0,Merger/Acquisition,,,2009
10028-98T,CCC Intelligent Solutions (NAS: CCCS),2006-02-10,663.0,166222-36T,CCC Intelligent Solutions (NAS: CCCS),2021-08-02,605.0,True,True,True,15.474332648870636,-0.0058985593550954975,0.0,605.0,Reverse Merger,,,2006
10235-53T,Seminis Vegetable Seeds,2003-09-29,650.0,10235-62T,Seminis Vegetable Seeds,2005-03-23,1125.0,True,True,True,1.4811772758384667,0.44825309248066947,0.0,1125.0,Merger/Acquisition,,,2003
11204-92T,Chase Student Loans,2006-03-01,647.16,106937-47T,Chase Student Loans,2017-04-18,6900.0,True,True,True,11.132101300479125,0.2368896180252421,0.0,6900.0,Merger/Acquisition,,,2006
18380-80T,Penguin Solutions (NAS: PENG),2011-08-26,645.0,87478-39T,Penguin Solutions (NAS: PENG),2017-05-24,58.3,True,True,True,5.7440109514031485,-0.34194162554284474,0.0,58.3,IPO,,,2011
10217-89T,SafeNet,2007-04-12,634.0,36429-85T,SafeNet,2015-01-08,890.0,True,True,True,7.742642026009582,0.04477942285678435,0.0,890.0,Merger/Acquisition,,,2007
10165-60T,Express,2007-07-09,602.0,16363-00T,Express,2010-05-13,272.0,True,True,True,2.844626967830253,-0.2436740145527693,0.0,272.0,IPO,,,2007
10279-63T,Center Cut Hospitality,2006-12-14,600.0,61614-73T,Center Cut Hospitality,2014-01-06,,True,False,False,7.063655030800821,,,,Merger/Acquisition,Corporate Divestiture,,2006
10762-30T,Petco Health & Wellness Company (NAS: WOOF),2000-10-02,600.0,160510-15T,Petco Health & Wellness Company (NAS: WOOF),2021-01-14,864.0,True,True,True,20.28473648186174,0.018138776203347133,0.0,864.0,IPO,,,2000
11470-15T,Texas-New Mexico Power,2000-04-01,589.53,11470-24T,Texas-New Mexico Power,2005-06-01,1024.0,True,True,True,5.166324435318275,0.11279412807586006,0.0,1024.0,Merger/Acquisition,,,2000
31898-62T,Bankrate,2009-09-25,571.0,31899-97T,Bankrate,2011-06-17,300.0,True,True,True,1.7248459958932238,-0.31143025540249614,0.0,300.0,IPO,,,2009
19996-30T,Winn-Dixie Stores,2012-03-12,560.0,233878-06T,Winn-Dixie Stores,2024-03-07,,True,False,False,11.986310746064339,,,,Merger/Acquisition,Corporate Divestiture,,2012
10273-33T,Valley National Gases,2007-02-28,546.0,15630-40T,Valley National Gases,2009-03-30,,True,False,False,2.083504449007529,,,,Merger/Acquisition,,,2007
17640-82T,Knoll,1999-01-01,538.3,17640-91T,Knoll,2004-12-14,165.68,True,True,True,5.952087611225188,-0.1796087088704226,0.0,165.68,IPO,,,1999
10247-50T,Connections Education,2007-06-14,535.0,49123-45T,Connections Education,2011-09-15,400.0,True,True,True,4.254620123203286,-0.0660662220633213,0.0,400.0,Merger/Acquisition,,,2007
15980-14T,Parallel Petroleum,2009-11-26,532.9,19013-95T,Parallel Petroleum,2011-11-30,772.0,True,True,True,2.0095824777549622,0.2025468421755497,0.0,772.0,Merger/Acquisition,,,2009
16175-26T,Airvana,2010-04-12,530.0,57004-93T,Airvana,2015-10-01,45.1,True,True,True,5.470225872689938,-0.36265073727278413,0.0,45.1,Merger/Acquisition,,,2010
45775-00T,WCA Waste Corporation,2012-03-31,526.0,146243-89T,WCA Waste Corporation,2020-10-01,1210.0,True,True,True,8.503764544832306,0.10292458833033286,0.0,1210.0,Merger/Acquisition,,,2012
18459-10T,RentPath,2011-07-13,525.0,167172-85T,RentPath,2021-04-02,608.0,True,True,True,9.722108145106091,0.015211739266393087,0.0,608.0,Merger/Acquisition,,,2011
11033-47T,VCA County Veterinary Hospital,2000-09-20,525.0,11033-56T,VCA County Veterinary Hospital,2001-11-20,160.0,True,True,True,1.1663244353182751,-0.6389637632728448,0.0,160.0,IPO,PIPE,,2000
27909-46T,Steinway & Sons,2013-09-19,512.0,298987-75T,Steinway & Sons,2024-09-01,,True,False,False,10.951403148528405,,,,Merger/Acquisition,,,2013
78127-75T,Blue Nile,2017-02-17,500.0,201373-03T,Blue Nile,2022-08-19,389.9,True,True,True,5.500342231348392,-0.04421148110492324,0.0,389.9,Merger/Acquisition,,,2017
10848-16T,NuCO2,2008-05-29,486.32,23986-00T,NuCO2,2013-03-01,1095.0,True,True,True,4.75564681724846,0.18609841283618714,0.0,1095.0,Merger/Acquisition,,,2008
10099-45T,Nortek,2003-01-09,482.79,72512-20T,Nortek,2016-08-31,1093.1,True,True,True,13.64271047227926,0.0617298110992949,0.0,1093.1,Merger/Acquisition,,,2003
10884-16T,Thomas Nelson,2006-06-12,473.0,19514-98T,Thomas Nelson,2012-07-11,,True,False,False,6.080766598220397,,,,Merger/Acquisition,,,2006
16551-46T,California Pizza Kitchen,2011-07-07,470.0,207525-97T,California Pizza Kitchen,2022-04-01,,True,False,False,10.735112936344969,,,,Merger/Acquisition,,,2011
10459-00T,Covad Communications,2008-04-15,470.0,16524-91T,Covad Communications,2010-09-01,,True,False,False,2.379192334017796,,,,Merger/Acquisition,,,2008
10366-75T,Chart Industries (NYS: GTLS),2005-10-17,467.7,13726-90T,Chart Industries (NYS: GTLS),2006-07-26,187.5,True,True,True,0.7720739219712526,-0.6939133117959582,0.0,187.5,IPO,,,2005
85456-18T,Sunstone Hotel Properties,1999-07-14,453.0,85456-36T,Sunstone Hotel Properties,2004-10-27,,True,False,False,5.28952772073922,,,,Merger/Acquisition,,,1999
171233-92T,GUE Liquidation,2004-01-01,450.0,54842-23T,GUE Liquidation,2008-08-26,434.4,True,True,True,4.65160848733744,-0.007556170736899238,0.0,434.4,Merger/Acquisition,,,2004
10308-97T,Sourcecorp,2006-07-12,450.0,18213-40T,Sourcecorp,2011-07-13,,True,False,False,5.002053388090349,,,,Merger/Acquisition,,,2006
10215-73T,Neff Rental,2005-06-03,443.35,37244-44T,Neff Rental,2014-11-21,157.14,True,True,True,9.467488021902806,-0.10376824190125554,0.0,157.14,IPO,,,2005
44445-07T,American Land Lease,2009-03-16,438.0,47784-97T,American Land Lease,2015-01-06,,True,False,False,5.809719370294319,,,,Merger/Acquisition,,,2009
49283-11T,ClickSoftware Technologies,2015-07-13,438.0,115599-88T,ClickSoftware Technologies,2019-10-01,1400.0,True,True,True,4.219028062970568,0.3170849501662527,0.0,1400.0,Merger/Acquisition,,,2015
10296-01T,Direct Auto Insurance,2007-03-30,432.39,72162-28T,Direct Auto Insurance,2016-11-01,162.01,True,True,True,9.593429158110883,-0.09726597975149692,0.0,162.01,Merger/Acquisition,,,2007
10125-55T,Pierre Foods,2004-07-13,422.0,17026-57T,Pierre Foods,2010-10-01,,True,False,False,6.217659137577002,,,,Merger/Acquisition,,,2004
10682-11T,Florists Transworld Delivery,2004-02-24,420.0,10682-20T,Florists Transworld Delivery,2005-02-09,170.3,True,True,True,0.9609856262833676,-0.6091146253198217,0.0,170.3,IPO,,,2004
11995-48T,Harvey's Casino Resorts,1999-02-02,420.0,11995-57T,Harvey's Casino Resorts,2001-07-31,675.0,True,True,True,2.4914442162902124,0.20977563867365134,0.0,675.0,Merger/Acquisition,,,1999
45678-61T,Saba Software,2015-03-30,418.0,132540-76T,Saba Software,2020-04-22,1359.22,True,True,True,5.065023956194388,0.26214080862778544,0.0,1359.22,Merger/Acquisition,,,2015
10436-14T,OPENLANE (Media and Information Services (B2B)) (NYS: KAR),2005-05-25,414.0,22009-42T,OPENLANE (Media and Information Services (B2B)) (NYS: KAR),2009-12-11,300.0,True,True,True,4.547570157426421,-0.06837546529102986,0.0,300.0,IPO,,,2005
10140-04T,Del Laboratories,2005-01-01,410.0,11107-27T,Del Laboratories,2008-01-02,800.0,True,True,True,3.0006844626967832,0.24952985430232028,0.0,800.0,Merger/Acquisition,,,2005
72991-27T,Musicland Group,1988-02-09,410.0,72991-63T,Musicland Group,2001-01-01,425.0,True,True,True,12.895277207392198,0.0027903329646978836,0.0,425.0,Merger/Acquisition,,,1988
10238-14T,Deb Shops,2007-10-24,395.0,46650-25T,Deb Shops,2015-03-06,2.0,True,True,True,7.364818617385352,-0.5121274727520196,0.0,2.0,Merger/Acquisition,,,2007
30454-57T,Gelson's Markets,2014-02-19,394.0,167300-47T,Gelson's Markets,2021-02-23,,True,False,False,7.011635865845311,,,,Merger/Acquisition,,,2014
30861-82T,American Pacific,2014-02-27,392.0,246893-68T,American Pacific,2024-01-16,700.0,True,True,True,9.883641341546886,0.06041936933137488,0.0,700.0,Merger/Acquisition,,,2014
19186-39T,Fundtech,2011-11-30,390.0,44942-95T,Fundtech,2015-04-30,1300.0,True,True,True,3.4140999315537304,0.4228290903371102,0.0,1300.0,Merger/Acquisition,,,2011
15857-83T,MSC Software,2009-10-14,390.0,81036-01T,MSC Software,2017-04-26,834.0,True,True,True,7.531827515400411,0.10618441718135527,0.0,834.0,Merger/Acquisition,,,2009
10030-69T,Enterasys Networks,2006-03-01,386.0,28527-31T,Enterasys Networks,2013-10-31,180.0,True,True,True,7.668720054757015,-0.09469150116411149,0.0,180.0,Merger/Acquisition,,,2006
25450-57T,Anaren,2014-02-18,383.0,93413-62T,Anaren,2018-04-18,787.91,True,True,True,4.161533196440794,0.18926716377681288,0.0,787.91,Merger/Acquisition,,,2014
15605-74T,Charlotte Russe,2009-10-14,380.0,117821-44T,Charlotte Russe,2019-03-29,,True,False,False,9.453798767967145,,,,Merger/Acquisition,,,2009
11127-61T,Water Pik,2006-04-12,380.0,90763-93T,Water Pik,2017-08-07,1024.6,True,True,True,11.321013004791238,0.09156737912308932,0.0,1024.6,Merger/Acquisition,,,2006
10745-38T,Jameson Inns,2006-07-27,371.0,80020-90T,Jameson Inns,2014-01-01,,True,False,False,7.433264887063655,,,,Merger/Acquisition,,,2006
79688-35T,Lionbridge,2017-02-28,369.0,224864-92T,Lionbridge,2022-01-01,,True,False,False,4.8405201916495555,,,,Merger/Acquisition,,,2017
11531-35T,American Safety Razor,1999-04-23,363.0,16752-97T,American Safety Razor,2010-11-23,301.0,True,True,True,11.586584531143053,-0.016034659508062574,0.0,301.0,Merger/Acquisition,,,1999
10936-36T,Fluidra North America,2006-04-12,341.74,96810-13T,Fluidra North America,2018-07-02,838.0,True,True,True,12.2217659137577,0.07615125306559715,0.0,838.0,Merger/Acquisition,,,2006
10250-83T,1-800 Contacts,2007-09-06,340.0,21591-01T,1-800 Contacts,2012-06-04,900.0,True,True,True,4.744695414099931,0.22772858358191744,0.0,900.0,Merger/Acquisition,,,2007
28144-72T,Globecomm,2013-12-11,340.0,111051-82T,Globecomm,2018-12-14,135.0,True,True,True,5.007529089664613,-0.16844381340972864,0.0,135.0,Merger/Acquisition,,,2013
10232-29T,Friendly's Ice Cream,2007-06-18,337.2,157570-21T,Friendly's Ice Cream,2016-07-21,155.0,True,True,True,9.092402464065708,-0.08193178196229477,0.0,155.0,Merger/Acquisition,,,2007
10245-52T,Buckeye Pipe Line Holdings,2007-06-25,335.0,16708-69T,Buckeye Pipe Line Holdings,2010-11-16,1160.0,True,True,True,3.3949349760438055,0.441742274347813,0.0,1160.0,Merger/Acquisition,,,2007
11444-05T,Jason (Acquired),2000-08-04,335.0,32253-67T,Jason (Acquired),2014-06-30,538.65,True,True,True,13.902806297056811,0.03475131564950711,0.0,538.65,Merger/Acquisition,,,2000
16012-90T,Viasystems Group,1996-10-01,330.0,16013-08T,Viasystems Group,2000-03-24,924.0,True,True,True,3.477070499657769,0.3446273654171286,0.0,924.0,IPO,,,1996
10140-22T,Party City,2005-12-27,315.9,29844-82T,Party City,2015-04-16,371.88,True,True,True,9.300479123887747,0.017696382516466273,0.0,371.88,IPO,,,2005
10811-26T,Dayton Superior,2000-06-16,315.0,10811-35T,Dayton Superior,2006-12-20,94.2,True,True,True,6.510609171800137,-0.16923900349164747,0.0,94.2,IPO,,,2000
183432-97T,Casper Sleep,2022-01-25,308.0,276158-35T,Casper Sleep,2024-10-28,,True,False,False,2.757015742642026,,,,Merger/Acquisition,,,2022
18446-95T,Sound United,2011-06-21,301.67,188530-21T,Sound United,2022-04-11,1086.0,True,True,True,10.806297056810404,0.12584610864634674,0.0,1086.0,Merger/Acquisition,,,2011
10055-80T,Belden & Blake,1997-06-27,301.56,57182-23T,Belden & Blake,2015-10-01,111.1,True,True,True,18.261464750171115,-0.053211699053645194,0.0,111.1,Merger/Acquisition,,,1997
10884-61T,Interline Brands,2000-05-16,300.8,10884-70T,Interline Brands,2004-12-16,187.5,True,True,True,4.58590006844627,-0.09793578502253947,0.0,187.5,IPO,,,2000
62543-17T,Mattson Technology,2016-05-11,300.0,303038-56T,Mattson Technology,2024-12-01,,True,False,False,8.558521560574949,,,,Merger/Acquisition,,,2016
18604-18T,Gerber Technology,2011-08-22,298.0,166370-14T,Gerber Technology,2021-06-01,364.49,True,True,True,9.776865160848734,0.02081387498210116,0.0,364.49,Merger/Acquisition,,,2011
21510-73T,Benihana,2012-08-21,297.0,255409-75T,Benihana,2024-05-01,365.0,True,True,True,11.693360711841205,0.01778730631305153,0.0,365.0,Merger/Acquisition,,,2012
16642-90T,Virtual Radiologic,2010-07-12,294.0,46827-46T,Virtual Radiologic,2015-05-18,500.0,True,True,True,4.848733744010952,0.11574123764236331,0.0,500.0,Merger/Acquisition,,,2010
232038-37T,Harborside Healthcare,1998-05-01,291.0,10586-71T,Harborside Healthcare,2007-04-19,350.0,True,True,True,8.966461327857632,0.020802349018796493,0.0,350.0,Merger/Acquisition,,,1998
16007-86T,SI Corporation,1999-12-14,282.88,16008-31T,SI Corporation,2006-01-31,232.6,True,True,True,6.132785763175907,-0.03140709268323143,0.0,232.6,Merger/Acquisition,,,1999
13469-59T,Global Motorsport Group,1998-12-15,278.0,16123-15T,Global Motorsport Group,2008-03-10,,True,False,False,9.234770704996578,,,,Merger/Acquisition,,,1998
11015-92T,US Can,2000-10-05,276.66,11016-01T,US Can,2006-03-27,,True,False,False,5.47296372347707,,,,Merger/Acquisition,,,2000
44552-62T,E2open,2015-03-26,273.0,157631-86T,E2open,2021-02-05,614.0,True,True,True,5.867214236824093,0.14814139694440054,0.0,614.0,Reverse Merger,,,2015
29177-11T,Restoration Hardware (NYS: RH),2008-06-17,267.0,29177-20T,Restoration Hardware (NYS: RH),2012-11-02,123.94,True,True,True,4.37782340862423,-0.16079835123449043,0.0,123.94,IPO,,,2008
13613-41T,Integrated Circuit Systems,1999-01-20,264.0,13613-50T,Integrated Circuit Systems,2000-05-23,162.5,True,True,True,1.3388090349075976,-0.3040411642065027,0.0,162.5,IPO,,,1999
10967-32T,Aavid Thermal Technologies,2000-02-02,260.0,10967-41T,Aavid Thermal Technologies,2006-02-16,565.0,True,True,True,6.039698836413415,0.13712947940422787,0.0,565.0,Merger/Acquisition,,,2000
29284-48T,Eagle Hospitality Properties Trust,2007-04-30,259.23,44590-24T,Eagle Hospitality Properties Trust,2018-01-01,,True,False,False,10.674880219028063,,,,Merger/Acquisition,,,2007
10029-61T,Dave & Buster's (NAS: PLAY),2006-03-08,257.97,34460-56T,Dave & Buster's (NAS: PLAY),2014-10-10,94.12,True,True,True,8.591375770020534,-0.1107338483394931,0.0,94.12,IPO,,,2006
92320-93T,Loewenstein Furniture,1999-08-27,257.18,92315-08T,Loewenstein Furniture,2008-08-19,,True,False,False,8.980150581793293,,,,Merger/Acquisition,,,1999
10068-94T,CompuCom,2004-10-01,254.0,95213-17T,CompuCom,2017-11-08,940.0,True,True,True,13.103353867214237,0.10501997381665328,0.0,940.0,Merger/Acquisition,,,2004
25672-33T,Telular,2013-06-24,253.0,113417-74T,Telular,2018-10-01,522.7,True,True,True,5.270362765229295,0.14760709224078553,0.0,522.7,Merger/Acquisition,,,2013
16417-36T,Townsquare Media (NYS: TSQ),2010-04-27,250.0,35060-77T,Townsquare Media (NYS: TSQ),2014-07-24,91.67,True,True,True,4.240930869267625,-0.21066727520432665,0.0,91.67,IPO,,,2010
16635-88T,Double-Take Software,2010-07-26,242.0,81777-79T,Double-Take Software,2017-01-31,65.93,True,True,True,6.5188227241615335,-0.1808395505062165,0.0,65.93,Merger/Acquisition,Corporate Divestiture,,2010
10800-10T,Lifecore Biomedical,2008-03-24,239.0,16606-27T,Lifecore Biomedical,2010-04-30,49.65,True,True,True,2.099931553730322,-0.526849204418077,0.0,49.65,Merger/Acquisition,,,2008
18145-72T,Sotera Defense Solutions,2011-04-04,235.23,84400-30T,Sotera Defense Solutions,2017-04-04,235.0,True,True,True,6.0013689253935665,-0.00016299032012122302,0.0,235.0,Merger/Acquisition,,,2011
10230-85T,International Architectural Group,2007-04-02,228.0,49087-54T,International Architectural Group,2011-06-24,8.0,True,True,True,4.227241615331964,-0.5472685982978914,0.0,8.0,Merger/Acquisition,,,2007
23378-32T,Firstcity Financial,2013-05-20,225.0,75221-56T,Firstcity Financial,2015-09-09,,True,False,False,2.305270362765229,,,,Merger/Acquisition,,,2013
10260-91T,ProQuest (Publishing),2007-02-12,222.0,172262-17T,ProQuest (Publishing),2021-12-01,4994.33,True,True,True,14.80082135523614,0.2341122903788006,0.0,4994.33,Merger/Acquisition,,,2007
257894-02T,Yankee Candle,2003-09-05,216.6,35377-21T,Yankee Candle,2013-10-03,67.0,True,True,True,10.078028747433265,-0.10990533362329014,0.0,67.0,Merger/Acquisition,,,2003
10121-59T,Sheridan Healthcare,1999-05-01,215.0,34295-59T,Sheridan Healthcare,2014-07-17,2350.0,True,True,True,15.211498973305956,0.17025155726504548,0.0,2350.0,Merger/Acquisition,,,1999
10401-76T,Haggar,2005-09-01,212.0,92612-98T,Haggar,2017-01-01,,True,False,False,11.3347022587269,,,,Merger/Acquisition,,,2005
12009-97T,Centerplate,2009-01-26,210.0,97234-21T,Centerplate,2017-12-27,650.0,True,True,True,8.917180013689254,0.1350838425046641,0.0,650.0,Merger/Acquisition,,,2009
10670-77T,EXCO Resources (PINX: EXCE),2003-07-29,208.15,10670-86T,EXCO Resources (PINX: EXCE),2006-02-08,650.0,True,True,True,2.532511978097194,0.56774441587964,0.0,650.0,IPO,,,2003
17166-88T,Prospect Medical Holdings,2010-12-15,205.0,113262-22T,Prospect Medical Holdings,2021-01-01,,True,False,False,10.047912388774812,,,,Merger/Acquisition,,,2010
80211-52T,Portrait Corp. of America,1998-08-21,200.0,80214-04T,Portrait Corp. of America,2007-06-08,100.0,True,True,True,8.796714579055442,-0.07577168441544024,0.0,100.0,Merger/Acquisition,,,1998
10258-39T,Register.com,2005-11-04,200.0,16727-05T,Register.com,2010-07-30,135.0,True,True,True,4.733744010951403,-0.0796764284649166,0.0,135.0,Merger/Acquisition,,,2005
15603-49T,Tops Markets,1987-07-01,200.0,166531-87T,Tops Markets,2021-11-08,,True,False,False,34.35728952772074,,,,Merger/Acquisition,,,1987
18021-97T,Conexant Systems,2011-04-19,197.0,89050-06T,Conexant Systems,2017-07-25,346.2,True,True,True,6.26694045174538,0.09413731798928623,0.0,346.2,Merger/Acquisition,,,2011
10019-26T,National Vision Holdings (NAS: EYE),2005-09-01,193.0,95083-66T,National Vision Holdings (NAS: EYE),2017-10-26,347.6,True,True,True,12.150581793292266,0.04961408038737138,0.0,347.6,IPO,,,2005
20913-13T,AAF Flanders,2012-05-16,192.0,65945-26T,AAF Flanders,2016-04-27,430.0,True,True,True,3.9479808350444903,0.22657828048310716,0.0,430.0,Merger/Acquisition,,,2012
13701-34T,Coinmach Service,2000-07-07,187.88,13701-43T,Coinmach Service,2004-11-24,250.07,True,True,True,4.383299110198494,0.06740810726551498,0.0,250.07,IPO,,,2000
114591-79T,Sparton,2019-03-04,181.5,164079-55T,Sparton,2021-04-06,380.0,True,True,True,2.0917180013689256,0.42369805718997483,0.0,380.0,Merger/Acquisition,,,2019
10117-18T,Loehmann's,2004-10-13,177.0,303178-69T,Loehmann's,2020-01-01,0.3,True,True,True,15.21697467488022,-0.34247774180471907,0.0,0.3,Merger/Acquisition,,,2004
13578-94T,Big V Supermarkets,1987-11-01,175.0,13579-39T,Big V Supermarkets,2002-07-12,,True,False,False,14.694045174537989,,,,Merger/Acquisition,,,1987
11997-73T,La Petite Academy,1993-08-03,166.15,11998-00T,La Petite Academy,2007-03-31,330.0,True,True,True,13.656399726214921,0.05153145018217901,0.0,330.0,Merger/Acquisition,,,1993
10502-74T,Niagara,2006-09-06,165.0,19816-75T,Niagara,2011-12-05,,True,False,False,5.245722108145106,,,,Merger/Acquisition,,,2006
35564-05T,Kenneth Cole Productions,2012-09-25,163.3,295985-53T,Kenneth Cole Productions,2024-01-01,,True,False,False,11.266255989048597,,,,Merger/Acquisition,,,2012
10815-13T,General Chemical Industrial Products,2004-04-05,162.5,10815-22T,General Chemical Industrial Products,2008-03-27,1005.0,True,True,True,3.975359342915811,0.5814460535306063,0.0,1005.0,Merger/Acquisition,,,2004
10797-94T,Empi (Therapeutic Devices),1999-08-31,161.41,243543-43T,Empi (Therapeutic Devices),2004-10-04,369.2,True,True,True,5.0951403148528405,0.17631682805319066,0.0,369.2,Merger/Acquisition,,,1999
85177-63T,CDI Engineering Solutions,2017-07-31,157.5,281031-31T,CDI Engineering Solutions,2024-12-31,,True,False,False,7.4195756331279945,,,,Merger/Acquisition,,,2017
11166-13T,Clayton Holdings,2008-07-02,156.86,33657-94T,Clayton Holdings,2014-07-01,312.5,True,True,True,5.9958932238193015,0.12182162148534312,0.0,312.5,Merger/Acquisition,,,2008
11857-42T,EAG Laboratories,2008-10-01,156.13,94606-48T,EAG Laboratories,2017-12-04,780.0,True,True,True,9.174537987679672,0.19164370244081044,0.0,780.0,Merger/Acquisition,,,2008
28654-39T,Sunrise Senior Living,2013-03-13,156.0,31540-15T,Sunrise Senior Living,2014-04-21,350.0,True,True,True,1.106091718001369,1.0762632167160004,0.0,350.0,Merger/Acquisition,Recapitalization,,2013
17174-80T,Phoenix Technologies (US),2010-11-23,152.0,140571-10T,Phoenix Technologies (US),2019-08-01,,True,False,False,8.687200547570157,,,,Merger/Acquisition,,,2010
15966-37T,CompBenefits,1999-06-18,151.73,11060-02T,CompBenefits,2007-10-01,369.14,True,True,True,8.28747433264887,0.11324499336281735,0.0,369.14,Merger/Acquisition,,,1999
17549-38T,Source Photonics,2010-10-26,146.0,137826-28T,Source Photonics,2020-06-08,135.0,True,True,True,9.618069815195073,-0.008111162882674987,0.0,135.0,Merger/Acquisition,,,2010
16932-43T,Bell Helmets,1998-08-17,145.48,68705-65T,Bell Helmets,2016-04-01,,True,False,False,17.623545516769337,,,,Merger/Acquisition,Corporate Divestiture,,1998
25012-90T,EDAC Technologies,2013-05-07,145.1,119649-16T,EDAC Technologies,2019-09-30,300.0,True,True,True,6.398357289527721,0.12021740852437027,0.0,300.0,Merger/Acquisition,,,2013
10848-70T,Dominion Homes,2008-06-11,144.2,81873-28T,Dominion Homes,2014-08-25,82.4,True,True,True,6.203969883641341,-0.08625419027243011,0.0,82.4,Merger/Acquisition,,,2008
11070-46T,Leslie's (NAS: LESL),1997-06-11,140.0,157328-56T,Leslie's (NAS: LESL),2020-10-29,680.0,True,True,True,23.38398357289528,0.06992320517637604,0.0,680.0,IPO,,,1997
21387-43T,BluJay Solutions,2012-07-12,139.59,172939-96T,BluJay Solutions,2021-09-01,1500.0,True,True,True,9.138945927446954,0.2967009029249692,0.0,1500.0,Merger/Acquisition,,,2012
11332-63T,WJ Communications,1999-11-01,139.2,11333-35T,WJ Communications,2000-08-18,99.36,True,True,True,0.7967145790554415,-0.3450462203562826,0.0,99.36,IPO,,,1999
17409-16T,Home Products International,2004-12-14,137.1,17410-69T,Home Products International,2007-03-21,75.0,True,True,True,2.2642026009582477,-0.23388054927263505,0.0,75.0,Merger/Acquisition,,,2004
18089-83T,Tollgrade Communications,2011-05-10,137.0,86244-85T,Tollgrade Communications,2017-04-12,23.0,True,True,True,5.924709103353867,-0.2600657729569204,0.0,23.0,Merger/Acquisition,,,2011
